bank,date_au,committee_score,committee_lean,number_of_speakers,number_of_documents,average_document_score
BOC,2024-05-30,0.0,neutral,1,1,0.0
BOC,2024-06-05,0.0,neutral,1,1,0.0
BOC,2024-06-07,0.0,neutral,1,1,-2.2189475010096187
BOC,2024-06-13,0.0,neutral,2,1,0.0
BOC,2024-06-24,0.0,neutral,3,1,0.0
BOC,2024-09-04,0.0,neutral,3,1,0.0
BOC,2024-09-10,0.0,neutral,3,1,0.0
BOC,2024-09-19,0.0,neutral,4,1,0.0
BOC,2024-09-20,0.0,neutral,4,1,0.0
BOC,2024-10-23,0.0,neutral,4,1,-1.4
BOC,2024-11-06,0.0,neutral,5,1,0.0
BOC,2024-11-26,0.0,neutral,6,1,0.0
BOC,2024-12-11,0.0,neutral,6,1,0.0
BOC,2024-12-16,0.0,neutral,6,1,0.0
BOC,2025-01-16,0.0,neutral,7,1,0.0
BOC,2025-01-29,0.0,neutral,7,1,-1.4
BOC,2025-02-21,0.0,neutral,7,1,0.0
BOC,2025-03-12,0.0,neutral,7,1,0.0
BOC,2025-03-20,0.0,neutral,7,1,0.0
BOC,2025-04-16,0.0,neutral,7,1,0.0
BOC,2025-06-04,0.0,neutral,7,1,0.0
BOC,2025-06-05,0.0,neutral,7,1,0.0
BOC,2025-06-18,0.0,neutral,7,1,0.0
BOC,2025-07-30,0.0,neutral,7,1,0.0
BOC,2025-08-26,0.0,neutral,7,1,0.0
BOC,2025-09-17,0.0,neutral,7,1,0.0
BOC,2025-09-23,0.0,neutral,7,1,0.0
BOC,2025-10-02,0.0,neutral,7,1,0.0
BOC,2025-10-09,0.0,neutral,7,1,0.0
BOC,2025-10-29,0.0,neutral,7,1,0.0
BOC,2025-11-19,0.0,neutral,7,1,0.0
BOC,2025-12-10,0.0,neutral,7,2,0.0
BOC,2025-12-16,0.0,neutral,7,1,0.0
BOC,2026-01-28,0.0,neutral,7,2,0.0
BOC,2026-02-05,0.0,neutral,7,1,0.0
BOC,2026-03-02,0.0,neutral,7,1,0.0
BOC,2026-03-18,0.0,neutral,7,2,0.0
BOC,2026-03-26,0.0,neutral,7,1,0.0
BOC,2026-04-29,0.0,neutral,7,3,0.0
BOC,2026-05-13,0.0,neutral,8,1,0.0
BOC,2026-05-26,0.0,neutral,8,1,0.0
BOC,2026-06-01,0.0,neutral,8,1,0.0
BOE,2021-06-01,0.17064088539735,neutral,28,73,-0.01835410962855651
BOE,2022-06-01,0.2701202304528356,neutral,42,72,0.3473140615002518
BOE,2023-06-01,0.16194448111121185,neutral,53,70,0.7544253572046706
BOE,2024-06-01,0.16114121407258508,neutral,58,60,0.20985176118179513
BOE,2025-06-01,0.041020627280131707,neutral,65,83,-0.04073086354821835
BOE,2026-06-01,0.0981002499951923,neutral,65,31,0.18819306452543427
BOJ,2021-02-03,1.4,leaning hawkish,1,1,1.4
BOJ,2021-02-15,0.29052624949519057,neutral,2,1,-0.8189475010096188
BOJ,2021-03-08,0.19368416633012706,neutral,3,1,0.0
BOJ,2021-03-12,0.24526312474759537,neutral,4,1,0.40000000000000036
BOJ,2021-03-16,0.1962104997980763,neutral,5,1,0.0
BOJ,2021-03-25,0.1962104997980763,neutral,5,1,0.0
BOJ,2021-03-26,0.16350874983173025,neutral,6,1,0.0
BOJ,2021-03-30,0.16350874983173025,neutral,6,1,0.0
BOJ,2021-05-19,0.2218420831650636,neutral,6,1,1.4
BOJ,2021-05-24,0.2101754164983969,neutral,6,1,0.0
BOJ,2021-05-26,0.38015035699862587,neutral,7,1,1.4
BOJ,2021-06-02,0.33263156237379765,neutral,8,1,0.0
BOJ,2021-06-08,0.29567249988782013,neutral,9,1,0.0
BOJ,2021-07-21,0.29567249988782013,neutral,9,1,0.0
BOJ,2021-07-27,0.31641324062856085,neutral,9,1,0.0
BOJ,2021-08-31,0.4074074074074074,neutral,9,1,0.0
BOJ,2021-09-01,0.42962962962962964,neutral,9,1,1.6
BOJ,2021-09-09,-0.016920092704772374,neutral,9,1,-3.618947501009618
BOJ,2021-09-27,0.009005833221153559,neutral,9,1,1.4
BOJ,2021-10-05,-0.016920092704772374,neutral,9,1,0.0
BOJ,2021-10-06,-0.02988305566773534,neutral,9,1,0.0
BOJ,2021-10-15,-0.02988305566773534,neutral,9,1,0.0
BOJ,2021-10-21,-0.026894750100961807,neutral,10,1,0.0
BOJ,2021-11-15,0.05437273322009588,neutral,10,1,3.250699332842307
BOJ,2021-11-29,0.031119236555884333,neutral,10,1,0.0
BOJ,2021-12-01,0.17111923655588432,neutral,10,1,1.4
BOJ,2021-12-02,0.39301398665684617,neutral,10,1,3.618947501009618
BOJ,2021-12-08,0.5330139866568462,neutral,10,1,1.4
BOJ,2021-12-23,0.5175116555473718,neutral,10,1,0.0
BOJ,2022-02-03,0.5556169054464097,neutral,10,1,1.9810524989903806
BOJ,2022-02-16,0.5556169054464097,neutral,10,1,0.0
BOJ,2022-03-07,0.5051062776785543,neutral,11,1,0.0
BOJ,2022-03-29,0.5800956817263982,neutral,11,2,1.5
BOJ,2022-03-31,0.9090909090909091,neutral,11,1,0.0
BOJ,2022-04-13,1.2545454545454542,leaning hawkish,11,2,1.9
BOJ,2022-04-23,1.3909090909090907,leaning hawkish,11,1,3.0
BOJ,2022-05-13,1.3878787878787877,leaning hawkish,11,1,1.4
BOJ,2022-05-25,1.3545454545454545,leaning hawkish,11,1,0.0
BOJ,2022-06-01,0.9727272727272727,neutral,11,1,-2.2189475010096187
BOJ,2022-06-06,0.978181818181818,neutral,11,1,1.4
BOJ,2022-06-09,0.978181818181818,neutral,11,1,1.4
BOJ,2022-07-28,0.7054545454545453,neutral,11,1,0.0
BOJ,2022-08-31,0.8327272727272724,neutral,11,1,1.4
BOJ,2022-09-05,1.0509090909090908,leaning hawkish,11,1,2.4
BOJ,2022-09-26,0.8181818181818182,neutral,11,1,-1.4
BOJ,2022-10-26,0.48918659081730737,neutral,11,1,-2.2189475010096187
BOJ,2022-11-14,0.5900478408631992,neutral,11,1,0.8189475010096188
BOJ,2022-11-15,0.5988516666054776,neutral,11,1,0.0
BOJ,2022-11-24,0.5988516666054776,neutral,11,1,0.0
BOJ,2022-11-27,0.5988516666054776,neutral,11,1,0.0
BOJ,2022-12-02,1.0505263194724892,leaning hawkish,12,1,6.0189475010096185
BOJ,2022-12-08,0.7338596528058225,neutral,12,1,0.0
BOJ,2022-12-14,0.617192986139156,neutral,12,1,0.0
BOJ,2022-12-22,0.8021052778899577,neutral,12,1,0.0
BOJ,2022-12-26,0.8409941667788464,neutral,12,1,0.0
BOJ,2023-02-02,0.8409941667788464,neutral,12,1,0.0
BOJ,2023-02-17,0.8409941667788464,neutral,12,2,0.0
BOJ,2023-02-28,0.8409941667788464,neutral,12,1,0.0
BOJ,2023-03-01,0.6686100001035507,neutral,13,1,-1.4
BOJ,2023-03-06,0.48399461548816597,neutral,13,1,0.0
BOJ,2023-03-08,0.34942357152472553,neutral,14,1,-1.4
BOJ,2023-03-28,0.329924821500687,neutral,14,1,0.0
BOJ,2023-05-19,0.30792983340064123,neutral,15,1,0.0
BOJ,2023-05-31,0.30792983340064123,neutral,15,1,0.0
BOJ,2023-06-27,0.49297938239513467,neutral,15,1,0.5567957339077836
BOJ,2023-06-29,0.49297938239513467,neutral,15,1,0.0
BOJ,2023-08-02,0.2762660935389809,neutral,15,1,-3.250699332842307
BOJ,2023-08-28,0.2762660935389809,neutral,15,1,0.0
BOJ,2023-09-05,0.22166959347167298,neutral,15,1,-2.2189475010096187
BOJ,2023-09-06,0.381669593471673,neutral,15,1,2.4
BOJ,2023-09-11,0.47500292680500633,neutral,15,1,0.0
BOJ,2023-09-12,0.327073093404365,neutral,15,1,-2.2189475010096187
BOJ,2023-09-25,0.327073093404365,neutral,15,1,0.0
BOJ,2023-09-30,0.327073093404365,neutral,15,1,0.0
BOJ,2023-10-19,0.4470730934043651,neutral,15,1,1.8
BOJ,2023-11-06,0.4237397600710317,neutral,15,1,-1.4
BOJ,2023-12-06,0.18745629169735573,neutral,16,2,-1.4
BOJ,2023-12-07,0.03745629169735576,neutral,16,1,0.0
BOJ,2023-12-25,0.05933129169735579,neutral,16,1,1.4
BOJ,2024-02-08,0.35,neutral,16,1,1.4
BOJ,2024-03-05,0.39374999999999993,neutral,16,1,0.0
BOJ,2024-03-06,0.3791666666666666,neutral,16,2,0.0
BOJ,2024-03-12,0.5178508854797678,neutral,16,1,0.0
BOJ,2024-04-03,0.6565351042928689,neutral,16,1,0.0
BOJ,2024-04-18,0.6179153922756414,neutral,17,2,0.0
BOJ,2024-04-23,0.5120330393344649,neutral,17,1,0.0
BOJ,2024-05-02,0.484582058942308,neutral,17,1,0.0
BOJ,2024-05-08,0.4639938236481904,neutral,17,1,-1.4
BOJ,2024-05-27,0.38575852953054335,neutral,17,2,0.0
BOJ,2024-06-05,0.3192704771257995,neutral,17,1,-3.9302968908806455
BOJ,2024-06-14,0.3192704771257995,neutral,17,1,0.0
BOJ,2024-07-03,0.3151528300669759,neutral,17,1,0.0
BOJ,2024-07-31,0.3151528300669759,neutral,17,1,0.0
BOJ,2024-08-07,0.29106613886081073,neutral,17,1,-0.8189475010096188
BOJ,2024-08-28,0.3734190800372813,neutral,17,1,1.4
BOJ,2024-09-10,0.45577202121375193,neutral,17,1,1.4
BOJ,2024-09-18,0.37341908003728136,neutral,17,1,-1.4
BOJ,2024-09-19,0.37341908003728136,neutral,17,1,0.0
BOJ,2024-09-24,0.36992062412523374,neutral,17,1,-0.8189475010096188
BOJ,2024-10-11,0.2875676829487631,neutral,17,1,-1.4
BOJ,2024-10-23,0.5187616177064482,neutral,17,1,0.0
BOJ,2024-11-14,0.5428483089126134,neutral,17,1,0.0
BOJ,2024-11-18,0.5016718383243781,neutral,17,1,-1.4
BOJ,2024-11-21,0.5234262255891783,neutral,17,1,0.0
BOJ,2024-12-12,0.5234262255891783,neutral,17,1,0.0
BOJ,2024-12-13,0.5343034192215784,neutral,17,1,0.0
BOJ,2024-12-19,0.5343034192215784,neutral,17,2,2.2264662506490405
BOJ,2024-12-25,0.546346764824661,neutral,17,1,0.0
BOJ,2025-01-14,0.3816408824717198,neutral,17,1,-1.4
BOJ,2025-01-24,0.3816408824717198,neutral,17,1,0.0
BOJ,2025-02-06,0.3816408824717198,neutral,17,1,0.0
BOJ,2025-02-19,0.4757585295305433,neutral,17,1,3.0
BOJ,2025-02-21,0.5169350001187787,neutral,17,1,0.0
BOJ,2025-03-05,0.5375232354128963,neutral,17,2,0.0
BOJ,2025-04-17,0.7022291177658374,neutral,17,1,1.4
BOJ,2025-05-16,0.6198761765893669,neutral,17,1,-1.4
BOJ,2025-05-22,0.5375232354128963,neutral,17,1,-2.8
BOJ,2025-05-27,0.496346764824661,neutral,17,1,-1.4
BOJ,2025-06-03,0.45517029423642574,neutral,17,1,-1.4
BOJ,2025-06-07,0.45517029423642574,neutral,17,1,0.0
BOJ,2025-06-13,0.4298830556677353,neutral,18,1,0.0
BOJ,2025-06-17,0.4298830556677353,neutral,18,1,0.0
BOJ,2025-06-25,0.4298830556677353,neutral,18,1,0.0
BOJ,2025-07-03,0.2632163890010687,neutral,18,1,0.0
BOJ,2025-07-23,0.2015789584174682,neutral,18,1,-2.2189475010096187
BOJ,2025-08-24,0.2275048843433941,neutral,18,1,0.0
BOJ,2025-08-28,0.14972710656561636,neutral,18,1,0.0
BOJ,2025-09-02,0.033060439898949724,neutral,18,1,-2.8
BOJ,2025-09-19,0.033060439898949724,neutral,18,1,0.0
BOJ,2025-09-29,-0.012436643490473564,neutral,18,1,-3.618947501009618
BOJ,2025-10-03,-0.02222222222222224,neutral,18,1,-2.2189475010096187
BOJ,2025-10-16,-0.20281662960235033,neutral,18,1,-3.250699332842307
BOJ,2025-10-20,-0.12503885182457264,neutral,18,1,1.4
BOJ,2025-10-21,-0.04726107404679484,neutral,18,1,0.0
BOJ,2025-11-10,-0.04726107404679484,neutral,18,1,0.0
BOJ,2025-11-20,-0.11845785962327934,neutral,19,1,-1.4
BOJ,2025-11-27,-0.023222399070394653,neutral,19,1,0.0
BOJ,2025-12-01,-0.06006450433355251,neutral,19,1,-1.4
BOJ,2025-12-19,-0.06006450433355251,neutral,19,2,0.0
BOJ,2025-12-25,-0.052880754324696216,neutral,19,1,-1.4
BOJ,2026-01-23,-0.052880754324696216,neutral,19,1,0.0
BOJ,2026-02-06,-0.05023671660846141,neutral,20,1,0.0
BOJ,2026-02-13,-0.04784449200805848,neutral,21,1,0.0
BOJ,2026-02-17,-0.04784449200805848,neutral,21,1,0.0
BOJ,2026-02-26,-0.11451115867472517,neutral,21,1,0.0
BOJ,2026-03-02,0.12906431522145484,neutral,21,1,3.7150849518197795
BOJ,2026-03-03,0.17539681523748052,neutral,21,1,0.0
BOJ,2026-03-19,0.17539681523748052,neutral,21,1,0.0
BOJ,2026-04-28,0.17539681523748052,neutral,21,1,0.0
BOJ,2026-05-14,0.16742423272668594,neutral,22,1,0.0
BOJ,2026-05-15,0.16742423272668594,neutral,22,1,0.0
BOJ,2026-05-16,0.08299048382169096,neutral,22,1,0.0
BOJ,2026-05-21,0.1466268474580546,neutral,22,1,0.0
BOJ,2026-05-27,0.1784450292762364,neutral,22,1,0.0
ECB,2021-01-21,-1.4,leaning dovish,1,2,-0.7
ECB,2021-01-25,-0.7,neutral,2,1,0.0
ECB,2021-01-28,-0.4666666666666666,neutral,3,1,0.0
ECB,2021-02-08,0.0,neutral,4,1,1.4
ECB,2021-02-22,0.0,neutral,5,1,0.0
ECB,2021-02-25,-0.2333333333333333,neutral,6,1,-1.4
ECB,2021-02-26,-0.19999999999999998,neutral,7,1,0.0
ECB,2021-03-01,-0.19999999999999998,neutral,7,1,0.0
ECB,2021-03-02,-0.2523684376262023,neutral,8,1,-0.6189475010096186
ECB,2021-03-03,-0.22432750011217983,neutral,9,1,0.0
ECB,2021-03-11,-0.12432750011217984,neutral,9,2,0.20000000000000007
ECB,2021-03-18,-0.2798830556677354,neutral,9,1,-1.4
ECB,2021-03-25,-0.39189475010096186,neutral,10,1,-1.4
ECB,2021-03-27,-0.35626795463723804,neutral,11,1,0.0
ECB,2021-04-08,-0.44324562508413484,neutral,12,1,-1.4
ECB,2021-04-14,-0.5168421154622783,neutral,13,1,-1.4
ECB,2021-04-22,-0.4399190385392014,neutral,13,2,0.30000000000000004
ECB,2021-04-26,-0.40849625007211554,neutral,14,1,0.0
ECB,2021-04-29,-0.38126316673397453,neutral,15,1,0.0
ECB,2021-05-06,-0.3574342188131011,neutral,16,1,0.0
ECB,2021-05-19,-0.3364086765299775,neutral,17,1,0.0
ECB,2021-05-27,-0.29523220594174227,neutral,17,1,0.0
ECB,2021-06-02,-0.29523220594174227,neutral,17,1,0.0
ECB,2021-06-03,-0.2788304167227566,neutral,18,1,0.0
ECB,2021-06-10,-0.24549708338942328,neutral,18,2,0.8
ECB,2021-06-14,-0.23257618426366414,neutral,19,1,0.0
ECB,2021-06-15,-0.22094737505048095,neutral,20,1,0.0
ECB,2021-06-16,-0.21042607147664852,neutral,21,1,0.0
ECB,2021-06-21,-0.14375940480998184,neutral,21,1,1.4
ECB,2021-06-29,-0.14375940480998184,neutral,21,1,0.0
ECB,2021-07-03,-0.058045119095696096,neutral,21,1,1.8
ECB,2021-07-11,-0.055406704591346286,neutral,22,1,0.0
ECB,2021-07-14,-0.09631579550043722,neutral,22,1,0.0
ECB,2021-07-22,-0.10995215913680084,neutral,22,2,0.0
ECB,2021-08-24,-0.12358852277316447,neutral,22,1,0.0
ECB,2021-09-09,-0.21038278415974673,neutral,22,2,-1.1094737505048093
ECB,2021-09-13,-0.20123570658758383,neutral,23,1,0.0
ECB,2021-09-15,-0.20775744571801863,neutral,23,1,0.0
ECB,2021-09-20,-0.19910088547976781,neutral,24,1,0.0
ECB,2021-09-23,-0.19113685006057712,neutral,25,1,0.0
ECB,2021-09-24,-0.18378543275055495,neutral,26,1,0.0
ECB,2021-09-28,-0.18378543275055495,neutral,26,1,0.0
ECB,2021-09-30,-0.1299392789044011,neutral,26,1,1.4
ECB,2021-10-01,-0.12512671301905287,neutral,27,1,0.0
ECB,2021-10-05,-0.12512671301905287,neutral,27,1,0.0
ECB,2021-10-07,-0.120657901839801,neutral,28,1,0.0
ECB,2021-10-08,-0.11649728453498029,neutral,29,1,0.0
ECB,2021-10-11,-0.1126140417171476,neutral,30,1,0.0
ECB,2021-10-12,-0.1126140417171476,neutral,30,1,0.0
ECB,2021-10-14,-0.1126140417171476,neutral,30,1,-1.4
ECB,2021-10-16,-0.10898133069401382,neutral,31,1,0.0
ECB,2021-10-19,-0.10898133069401382,neutral,31,1,0.0
ECB,2021-10-20,-0.10557566410982586,neutral,32,1,0.0
ECB,2021-10-28,-0.10557566410982586,neutral,32,2,0.0
ECB,2021-11-03,-0.10237640156104327,neutral,33,1,0.0
ECB,2021-11-04,-0.09936533092689492,neutral,34,1,0.0
ECB,2021-11-05,-0.09652632147184079,neutral,35,1,0.0
ECB,2021-11-08,-0.09652632147184079,neutral,35,1,0.0
ECB,2021-11-12,-0.09384503476428967,neutral,36,1,0.0
ECB,2021-11-15,-0.13273392365317854,neutral,36,1,0.0
ECB,2021-11-17,-0.1188178819744926,neutral,36,1,2.8529325012980813
ECB,2021-11-18,-0.11560658786707388,neutral,37,1,0.0
ECB,2021-11-22,-0.09668766894815498,neutral,37,1,0.0
ECB,2021-11-24,-0.13098536187057194,neutral,38,1,-1.4
ECB,2021-11-25,-0.13098536187057194,neutral,38,1,0.0
ECB,2021-12-08,-0.1276267628482496,neutral,39,1,0.0
ECB,2021-12-10,-0.12443609377704334,neutral,40,1,0.0
ECB,2021-12-16,-0.11169925001442312,neutral,40,2,-0.6
ECB,2022-01-08,-0.11169925001442312,neutral,40,1,0.0
ECB,2022-01-11,-0.11169925001442312,neutral,40,1,0.0
ECB,2022-01-14,-0.11169925001442312,neutral,40,1,0.0
ECB,2022-02-03,-0.14669925001442313,neutral,40,2,-1.4
ECB,2022-02-07,-0.1441992500144231,neutral,40,1,0.20000000000000018
ECB,2022-02-10,-0.1441992500144231,neutral,40,1,0.0
ECB,2022-02-14,-0.1441992500144231,neutral,40,1,0.0
ECB,2022-02-18,-0.1441992500144231,neutral,40,1,0.0
ECB,2022-02-23,-0.14068219513602254,neutral,41,1,0.0
ECB,2022-02-24,-0.14730755956158434,neutral,42,1,-0.41894750100961864
ECB,2022-02-28,-0.17643994189736145,neutral,43,1,-1.4
ECB,2022-03-02,-0.2042481250360578,neutral,44,1,-1.4
ECB,2022-03-10,-0.21887158633060813,neutral,44,2,-2.6651484454403227
ECB,2022-03-14,-0.21400777330103912,neutral,45,1,0.0
ECB,2022-03-15,-0.21400777330103912,neutral,45,1,-1.4
ECB,2022-03-17,-0.23866274553447933,neutral,45,1,-2.2189475010096187
ECB,2022-03-22,-0.26977385664559045,neutral,45,1,0.0
ECB,2022-03-24,-0.26390920758807757,neutral,46,1,0.0
ECB,2022-03-30,-0.26390920758807757,neutral,46,1,0.0
ECB,2022-03-31,-0.27146321383108907,neutral,47,1,-0.6189475010096186
ECB,2022-04-02,-0.2658077302096081,neutral,48,1,0.0
ECB,2022-04-06,-0.2658077302096081,neutral,48,1,0.0
ECB,2022-04-08,-0.2603830826543099,neutral,49,1,0.0
ECB,2022-04-14,-0.2549409057835616,neutral,49,2,-0.8999999999999999
ECB,2022-04-21,-0.2549409057835616,neutral,49,1,-1.4
ECB,2022-04-22,-0.24984208766789037,neutral,50,1,0.0
ECB,2022-04-25,-0.2449432232038141,neutral,51,1,0.0
ECB,2022-04-27,-0.24023277660374076,neutral,52,1,0.0
ECB,2022-04-28,-0.24920713557809973,neutral,52,1,-1.4
ECB,2022-05-05,-0.27092020849172055,neutral,53,1,-1.4
ECB,2022-05-11,-0.26394238616150156,neutral,53,1,0.0
ECB,2022-05-16,-0.25905456419554784,neutral,54,1,0.0
ECB,2022-05-19,-0.25905456419554784,neutral,54,1,0.0
ECB,2022-05-25,-0.25905456419554784,neutral,54,1,0.0
ECB,2022-06-01,-0.25905456419554784,neutral,54,1,0.0
ECB,2022-06-09,-0.20780841827353416,neutral,54,2,0.5905262494951908
ECB,2022-06-11,-0.20403008339583353,neutral,55,1,0.0
ECB,2022-06-14,-0.20403008339583353,neutral,55,1,0.0
ECB,2022-06-15,-0.20038668904947934,neutral,56,1,0.0
ECB,2022-06-16,-0.20038668904947934,neutral,56,1,0.0
ECB,2022-06-20,-0.18717866821013637,neutral,56,1,0.0
ECB,2022-06-22,-0.18389483192574801,neutral,57,1,0.0
ECB,2022-06-28,-0.18272524128247317,neutral,57,1,0.20000000000000018
ECB,2022-07-01,-0.17957480608794776,neutral,58,1,0.0
ECB,2022-07-04,-0.17957480608794776,neutral,58,1,0.0
ECB,2022-07-21,-0.18863255895727798,neutral,58,2,-1.8348234169259627
ECB,2022-08-27,-0.18863255895727798,neutral,58,1,0.0
ECB,2022-08-29,-0.20238454948342582,neutral,59,1,-0.9999999999999998
ECB,2022-09-08,-0.2518061751769232,neutral,59,2,-3.025349666421153
ECB,2022-09-12,-0.2518061751769232,neutral,59,1,0.0
ECB,2022-09-14,-0.2142760722573078,neutral,60,1,2.0000000000000004
ECB,2022-09-15,-0.22715679238423714,neutral,61,1,-0.9999999999999996
ECB,2022-09-20,-0.22715679238423714,neutral,61,1,1.1359400011538505
ECB,2022-09-26,-0.22715679238423714,neutral,61,1,0.0
ECB,2022-09-28,-0.22349297315223338,neutral,62,1,0.0
ECB,2022-09-29,-0.21994546564188044,neutral,63,1,0.0
ECB,2022-09-30,-0.23504034660112955,neutral,63,1,0.0
ECB,2022-10-11,-0.1938678411854869,neutral,64,1,2.4
ECB,2022-10-14,-0.1938678411854869,neutral,64,1,-1.4
ECB,2022-10-27,-0.19347175264765637,neutral,64,2,-1.3999999999999997
ECB,2022-11-03,-0.18770984108399427,neutral,65,1,0.18105249899038167
ECB,2022-11-04,-0.20206881544296862,neutral,65,1,-1.4
ECB,2022-11-07,-0.19900716672413574,neutral,66,1,0.0
ECB,2022-11-09,-0.19603691050437255,neutral,67,1,0.0
ECB,2022-11-11,-0.19315401476166116,neutral,68,1,0.0
ECB,2022-11-14,-0.15360192757447982,neutral,69,1,2.5359400011538504
ECB,2022-11-15,-0.17140761432341584,neutral,70,1,-1.4
ECB,2022-11-18,-0.1723599952757968,neutral,70,1,0.0
ECB,2022-11-24,-0.20936900942684192,neutral,71,1,-2.8
ECB,2022-11-28,-0.2192281643564194,neutral,71,1,-1.4
ECB,2022-12-08,-0.21618332874035795,neutral,72,1,0.0
ECB,2022-12-15,-0.21305347226228638,neutral,72,2,-2.8
ECB,2023-01-10,-0.21305347226228638,neutral,72,1,0.0
ECB,2023-01-23,-0.21013493154636467,neutral,73,1,0.0
ECB,2023-02-02,-0.22746573216883487,neutral,73,2,-2.6651484454403227
ECB,2023-02-15,-0.2242693851368714,neutral,73,1,0.0
ECB,2023-02-16,-0.28180363171221384,neutral,73,1,-4.199999999999999
ECB,2023-03-02,-0.2779954745269136,neutral,74,1,0.0
ECB,2023-03-06,-0.2929555348665548,neutral,75,1,-1.4
ECB,2023-03-08,-0.2522587515130475,neutral,76,1,2.8
ECB,2023-03-16,-0.25259229975543107,neutral,76,2,-2.825349666421153
ECB,2023-03-20,-0.25566247519402757,neutral,76,1,-1.4
ECB,2023-03-22,-0.27101335238701,neutral,76,1,-4.199999999999999
ECB,2023-03-27,-0.26749369845990595,neutral,77,1,0.0
ECB,2023-04-01,-0.23044262701447635,neutral,77,1,1.4529325012980814
ECB,2023-04-14,-0.23044262701447635,neutral,77,1,-1.4
ECB,2023-04-17,-0.2243820209538703,neutral,77,1,0.0
ECB,2023-04-19,-0.22150532837753864,neutral,78,1,0.0
ECB,2023-04-21,-0.21870146346136726,neutral,79,1,0.0
ECB,2023-04-24,-0.21596769516810016,neutral,80,1,0.0
ECB,2023-05-04,-0.19547021043036056,neutral,80,2,-1.0253496664211534
ECB,2023-05-05,-0.19305699795591166,neutral,81,1,0.0
ECB,2023-05-16,-0.19070264432230302,neutral,82,1,0.0
ECB,2023-05-19,-0.19070264432230302,neutral,82,1,0.0
ECB,2023-05-23,-0.19070264432230302,neutral,82,1,0.0
ECB,2023-05-24,-0.18840502210155236,neutral,83,1,0.0
ECB,2023-05-25,-0.18992871186840826,neutral,83,1,1.2000000000000002
ECB,2023-06-01,-0.18269979620575766,neutral,83,1,2.4
ECB,2023-06-05,-0.17884437451901067,neutral,83,1,0.8000000000000003
ECB,2023-06-07,-0.1767152748223558,neutral,84,1,0.0
ECB,2023-06-09,-0.17463627158915163,neutral,85,1,0.0
ECB,2023-06-15,-0.1575560843295023,neutral,85,2,-1.373533749350959
ECB,2023-06-16,-0.1720031066047406,neutral,86,1,-1.4
ECB,2023-06-20,-0.17714444866151985,neutral,86,1,0.0
ECB,2023-06-22,-0.1751083055734564,neutral,87,1,0.0
ECB,2023-06-23,-0.16039566189529547,neutral,87,1,0.0
ECB,2023-06-27,-0.16913129407920352,neutral,87,1,-3.0
ECB,2023-07-07,-0.1831997998351717,neutral,87,1,-2.2189475010096187
ECB,2023-07-12,-0.19929175385816023,neutral,87,1,-2.8
ECB,2023-07-17,-0.19702707483704476,neutral,88,1,0.0
ECB,2023-07-27,-0.19786065091748986,neutral,88,2,-1.3094737505048093
ECB,2023-08-03,-0.19807596342896278,neutral,88,1,-1.4189475010096184
ECB,2023-08-25,-0.19807596342896278,neutral,88,1,0.0
ECB,2023-08-31,-0.18518409117518014,neutral,89,1,0.9493006671576931
ECB,2023-09-04,-0.1831264901621226,neutral,90,1,0.0
ECB,2023-09-05,-0.1831264901621226,neutral,90,1,0.0
ECB,2023-09-14,-0.18808992783054856,neutral,90,2,-1.609473750504809
ECB,2023-09-20,-0.1530559725796634,neutral,91,1,3.0
ECB,2023-09-21,-0.15139232070379752,neutral,92,1,0.0
ECB,2023-09-22,-0.14546337101881043,neutral,93,1,0.40000000000000013
ECB,2023-09-25,-0.1609472419865524,neutral,93,1,-1.4
ECB,2023-09-29,-0.15923503728456778,neutral,94,1,0.0
ECB,2023-10-04,-0.15923503728456778,neutral,94,1,0.0
ECB,2023-10-14,-0.17412865430584434,neutral,94,1,-2.8
ECB,2023-10-17,-0.17229572110262495,neutral,95,1,0.0
ECB,2023-10-25,-0.16492730004999337,neutral,95,1,0.0
ECB,2023-10-26,-0.17114336583415327,neutral,95,2,-1.8999999999999997
ECB,2023-10-30,-0.18230495354990897,neutral,95,1,-1.4
ECB,2023-11-09,-0.18040594361709747,neutral,96,1,0.0
ECB,2023-11-13,-0.17946296185152255,neutral,96,1,-1.2189475010096187
ECB,2023-11-14,-0.17761282822418728,neutral,97,1,0.0
ECB,2023-11-16,-0.17761282822418728,neutral,97,1,0.0
ECB,2023-11-17,-0.17520732994240032,neutral,97,1,0.0
ECB,2023-11-21,-0.16489805159188486,neutral,97,1,0.0
ECB,2023-11-22,-0.16489805159188486,neutral,97,1,0.0
ECB,2023-11-27,-0.1673035498736718,neutral,97,1,-1.4
ECB,2023-11-30,-0.16586025090459963,neutral,97,1,0.0
ECB,2023-12-04,-0.16489805159188486,neutral,97,1,0.0
ECB,2023-12-07,-0.16321541841237583,neutral,98,1,0.0
ECB,2023-12-14,-0.16321541841237583,neutral,98,2,-1.609473750504809
ECB,2024-01-10,-0.16352333082562476,neutral,98,1,-1.4
ECB,2024-01-17,-0.16187158000920432,neutral,99,1,0.0
ECB,2024-01-25,-0.1689422870799114,neutral,99,2,-2.5999999999999996
ECB,2024-02-08,-0.15480087293849726,neutral,99,1,-1.4
ECB,2024-02-09,-0.15325286420911227,neutral,100,1,0.0
ECB,2024-02-12,-0.15173550911793296,neutral,101,1,0.0
ECB,2024-02-14,-0.15173550911793296,neutral,101,1,0.0
