bank,date_au,committee_score,committee_lean,number_of_speakers,number_of_documents,average_document_score
RBA,2024-03-26,0.24370370370370373,neutral,30,1,0.0
RBA,2024-04-02,0.24370370370370373,neutral,30,1,0.0
RBA,2024-04-04,0.23584229390681002,neutral,31,1,0.0
RBA,2024-04-13,0.22847222222222222,neutral,32,1,0.0
RBA,2024-05-07,0.28680555555555554,neutral,32,3,2.533333333333333
RBA,2024-05-16,0.28680555555555554,neutral,32,1,0.0
RBA,2024-05-28,0.2781144781144781,neutral,33,1,0.0
RBA,2024-05-30,0.3023569023569024,neutral,33,1,1.6
RBA,2024-06-07,0.3405228758169934,neutral,34,1,1.6
RBA,2024-06-11,0.3405228758169934,neutral,34,1,0.0
RBA,2024-06-18,0.4872548055699787,neutral,35,4,3.9679700005769254
RBA,2024-06-26,0.4872548055699787,neutral,35,1,3.2
RBA,2024-06-27,0.46439766271283595,neutral,35,1,0.0
RBA,2024-07-08,0.3881169603270757,neutral,35,1,0.0
RBA,2024-07-12,0.4338312460413614,neutral,35,1,1.6
RBA,2024-08-06,0.4035355079557388,neutral,35,3,3.9572933341025673
RBA,2024-08-08,0.4035355079557388,neutral,35,1,1.4
RBA,2024-08-12,0.34829741271764353,neutral,35,2,-0.7
RBA,2024-08-16,0.3652519424840126,neutral,35,1,6.652932501298082
RBA,2024-08-30,0.3647757520078221,neutral,35,1,0.0
RBA,2024-09-05,0.3647757520078221,neutral,35,1,4.0189475010096185
RBA,2024-09-11,0.3647757520078221,neutral,35,2,-0.6
RBA,2024-09-18,0.3647757520078221,neutral,35,1,0.0
RBA,2024-09-24,0.35906146629353636,neutral,35,3,4.206315833669873
RBA,2024-10-08,0.3442995615316316,neutral,35,1,0.0
RBA,2024-10-09,0.3442995615316316,neutral,35,1,-2.2189475010096187
RBA,2024-10-10,0.32144241867448875,neutral,35,1,0.0
RBA,2024-10-12,0.2757281329602031,neutral,35,1,0.0
RBA,2024-10-13,0.3214424186744888,neutral,35,1,1.6
RBA,2024-10-16,0.3214424186744888,neutral,35,1,0.0
RBA,2024-10-21,0.32477575200782216,neutral,35,1,0.0
RBA,2024-11-05,0.35004965081562894,neutral,35,3,1.8497668890525645
RBA,2024-11-08,0.3403260494040837,neutral,36,1,0.0
RBA,2024-11-11,0.37365938273741706,neutral,36,1,2.4
RBA,2024-11-14,0.33260396606807935,neutral,36,1,2.2189475010096187
RBA,2024-11-15,0.3131595216236349,neutral,36,1,-1.4
RBA,2024-11-18,0.3131595216236349,neutral,36,1,0.0
RBA,2024-11-21,0.2848310609708126,neutral,36,1,0.0
RBA,2024-11-28,0.2848310609708126,neutral,36,1,-1.4
RBA,2024-12-02,0.2848310609708126,neutral,36,1,0.0
RBA,2024-12-10,0.2723836929180616,neutral,36,3,1.006315833669873
RBA,2024-12-11,0.2821059151402838,neutral,36,1,0.0
RBA,2024-12-12,0.3285354850013572,neutral,37,2,1.0
RBA,2024-12-13,0.3285354850013572,neutral,37,1,0.0
RBA,2025-01-30,0.3198898143434268,neutral,38,1,0.0
RBA,2025-02-05,0.3409424459223741,neutral,38,1,1.6
RBA,2025-02-18,0.29519544591528907,neutral,38,3,1.2176441670993605
RBA,2025-02-20,0.29519544591528907,neutral,38,1,0.0
RBA,2025-02-21,0.29519544591528907,neutral,38,1,0.0
RBA,2025-02-25,0.313616498546868,neutral,38,1,0.0
RBA,2025-02-27,0.313616498546868,neutral,38,1,0.0
RBA,2025-03-05,0.313616498546868,neutral,38,1,0.0
RBA,2025-03-09,0.27151123538897326,neutral,38,1,0.0
RBA,2025-03-10,0.23993228802055222,neutral,38,1,0.0
RBA,2025-03-13,0.23993228802055222,neutral,38,1,0.0
RBA,2025-03-14,0.2329147441609031,neutral,38,2,0.0
RBA,2025-03-18,0.2329147441609031,neutral,38,1,-4.650699332842307
RBA,2025-03-25,0.2329147441609031,neutral,38,1,0.0
RBA,2025-04-01,0.20626654238880454,neutral,38,3,-0.8792983340064126
RBA,2025-04-02,0.2009776566865275,neutral,39,1,0.0
RBA,2025-04-10,0.20187284365449676,neutral,39,1,0.0
RBA,2025-04-29,0.19682602256313433,neutral,40,1,0.0
RBA,2025-05-20,0.1717076006818242,neutral,40,3,-1.6729825003365395
RBA,2025-05-22,0.1717076006818242,neutral,40,1,0.0
RBA,2025-06-02,0.1717076006818242,neutral,40,1,0.0
RBA,2025-06-03,0.1675196104212919,neutral,41,1,0.0
RBA,2025-06-12,0.16353104826840403,neutral,42,1,0.0
RBA,2025-07-08,0.16122528438352154,neutral,42,3,-0.9333333333333332
RBA,2025-07-09,0.16122528438352154,neutral,42,1,0.0
RBA,2025-07-11,0.15747585916530013,neutral,43,1,0.0
RBA,2025-07-24,0.15389686236608877,neutral,44,1,0.0
RBA,2025-07-31,0.15389686236608877,neutral,44,1,0.0
RBA,2025-08-04,0.15389686236608877,neutral,44,1,0.0
RBA,2025-08-08,0.14177565024487662,neutral,44,1,0.0
RBA,2025-08-12,0.11714914014758643,neutral,44,3,-1.083566444280769
RBA,2025-09-03,0.1339593484885684,neutral,44,1,0.0
RBA,2025-09-07,0.1339593484885684,neutral,44,1,0.0
RBA,2025-09-12,0.1339593484885684,neutral,44,2,0.0
RBA,2025-09-14,0.1339593484885684,neutral,44,2,0.0
RBA,2025-09-16,0.1339593484885684,neutral,44,2,0.0
RBA,2025-09-17,0.1339593484885684,neutral,44,1,0.0
RBA,2025-09-22,0.1427674911644061,neutral,44,1,0.0
RBA,2025-09-30,0.13796625176531954,neutral,44,3,-1.206315833669873
RBA,2025-10-03,0.14317052966975283,neutral,44,1,0.0
RBA,2025-10-10,0.14317052966975283,neutral,44,1,0.0
RBA,2025-10-11,0.11795521715827988,neutral,44,1,-2.2189475010096187
RBA,2025-10-14,0.11795521715827988,neutral,44,2,0.0
RBA,2025-10-15,0.11795521715827988,neutral,44,1,0.0
RBA,2025-10-16,0.12051917529550328,neutral,45,2,0.0
RBA,2025-10-21,0.12051917529550328,neutral,45,1,0.0
RBA,2025-10-24,0.12341316832928738,neutral,45,1,0.0
RBA,2025-10-27,0.12558366310462546,neutral,45,1,0.0
RBA,2025-11-04,0.12332120842371555,neutral,45,3,-1.0
RBA,2025-11-09,0.12332120842371555,neutral,45,1,0.0
RBA,2025-11-10,0.12332120842371555,neutral,45,1,0.0
RBA,2025-11-12,0.12064031258841737,neutral,46,2,0.0
RBA,2025-11-14,0.1180734974269617,neutral,47,3,0.0
RBA,2025-11-20,0.11211605061845105,neutral,47,1,-1.4
RBA,2025-11-26,0.10978029956389997,neutral,48,1,0.0
RBA,2025-12-09,0.10773468416058635,neutral,48,3,-1.5502331109474357
RBA,2025-12-15,0.10553601713690089,neutral,49,1,0.0
RBA,2025-12-16,0.10553601713690089,neutral,49,2,0.0
RBA,2026-01-08,0.10553601713690089,neutral,49,1,0.0
RBA,2026-02-03,0.09856369443915268,neutral,49,3,0.13333333333333344
RBA,2026-02-04,0.09856369443915268,neutral,49,1,0.0
RBA,2026-02-06,0.10689940645562311,neutral,49,1,0.0
RBA,2026-02-11,0.09057287584337821,neutral,49,1,-1.6
RBA,2026-02-12,0.08676335203385441,neutral,49,1,0.0
RBA,2026-02-13,0.08676335203385441,neutral,49,1,0.0
RBA,2026-02-24,0.06726768500086966,neutral,50,3,0.8453133337179501
RBA,2026-02-25,0.07135218388894017,neutral,50,1,0.0
RBA,2026-03-02,0.08068551722227352,neutral,50,1,0.0
RBA,2026-03-03,0.07753621655511582,neutral,50,1,-1.4
RBA,2026-03-07,0.07597631655319273,neutral,50,1,0.0
RBA,2026-03-09,0.09816579156328892,neutral,50,1,0.0
RBA,2026-03-10,0.09722985156213508,neutral,50,2,0.0
RBA,2026-03-13,0.09722985156213508,neutral,50,1,0.0
RBA,2026-03-14,0.09722985156213508,neutral,50,3,0.0
RBA,2026-03-17,0.1198326488935043,neutral,50,3,0.9283208335737188
RBA,2026-03-25,0.1198326488935043,neutral,50,1,0.0
RBA,2026-03-26,0.1678326488935043,neutral,50,1,2.4
RBA,2026-04-14,0.1622326488935043,neutral,50,1,-1.4
RBA,2026-04-16,0.16254202222606842,neutral,50,1,0.0
RBA,2026-04-17,0.16254202222606842,neutral,50,1,0.0
RBA,2026-05-05,0.1537420222260684,neutral,50,3,0.0666666666666668
RBA,2026-05-11,0.1537420222260684,neutral,50,1,0.0
RBA,2026-05-19,0.1537420222260684,neutral,50,2,0.0
RBA,2026-05-27,0.1537420222260684,neutral,50,1,0.0
RBA,2026-06-02,0.1537420222260684,neutral,50,1,0.0
RBNZ,2021-02-10,2.4,leaning hawkish,0,1,2.4
RBNZ,2021-02-23,0.0,neutral,0,1,0.0
RBNZ,2021-03-04,0.0,neutral,0,1,0.0
RBNZ,2021-05-06,0.0,neutral,0,1,0.0
RBNZ,2021-05-25,0.0,neutral,0,1,0.0
RBNZ,2021-06-02,0.0,neutral,1,1,0.0
RBNZ,2021-06-29,0.0,neutral,2,1,0.0
RBNZ,2021-08-17,0.0,neutral,2,1,0.0
RBNZ,2021-09-21,0.0,neutral,2,1,-1.4
RBNZ,2021-10-14,0.0,neutral,2,1,0.0
RBNZ,2021-11-02,0.0,neutral,2,1,0.0
RBNZ,2021-11-23,0.0,neutral,2,1,2.2
RBNZ,2021-12-07,0.0,neutral,3,1,0.0
RBNZ,2021-12-15,0.0,neutral,4,1,0.0
RBNZ,2022-02-08,0.0,neutral,4,1,0.0
RBNZ,2022-02-22,0.0,neutral,4,1,1.0000000000000004
RBNZ,2022-02-25,0.0,neutral,5,1,0.0
RBNZ,2022-04-27,0.0,neutral,6,1,0.0
RBNZ,2022-05-24,0.0,neutral,6,1,-2.6
RBNZ,2022-06-12,0.0,neutral,7,1,0.0
RBNZ,2022-06-29,0.0,neutral,8,1,0.0
RBNZ,2022-08-16,0.0,neutral,8,1,-0.39999999999999947
RBNZ,2022-09-06,0.0,neutral,9,1,0.0
RBNZ,2022-09-18,0.0,neutral,10,1,0.0
RBNZ,2022-09-21,0.0,neutral,11,1,0.0
RBNZ,2022-10-26,0.0,neutral,11,1,0.0
RBNZ,2022-11-08,0.0,neutral,11,1,0.0
RBNZ,2022-11-22,0.0,neutral,11,1,0.0
RBNZ,2022-11-23,0.0,neutral,12,1,0.0
RBNZ,2023-02-21,0.0,neutral,12,1,-1.2
RBNZ,2023-03-23,0.0,neutral,12,1,0.0
RBNZ,2023-05-23,0.0,neutral,12,1,3.3999999999999995
RBNZ,2023-06-12,0.0,neutral,13,1,0.0
RBNZ,2023-06-30,0.0,neutral,14,1,0.0
RBNZ,2023-08-15,0.0,neutral,14,1,2.4
RBNZ,2023-09-07,0.0,neutral,14,1,0.0
RBNZ,2023-11-28,0.0,neutral,14,1,1.267970000576926
RBNZ,2024-02-27,0.0,neutral,14,1,-2.231751831832688
RBNZ,2024-05-22,0.0,neutral,14,1,0.30000000000000004
RBNZ,2024-08-14,0.0,neutral,14,1,-0.7130824984134558
RBNZ,2024-11-27,0.0,neutral,14,1,2.498044999134613
RBNZ,2025-02-18,0.0,neutral,14,1,-1.2189475010096187
RBNZ,2025-04-14,0.0,neutral,15,1,0.0
RBNZ,2025-05-27,0.0,neutral,15,1,0.5810524989903811
RBNZ,2025-06-25,0.0,neutral,16,1,0.0
RBNZ,2025-08-19,0.0,neutral,16,1,-1.450699332842307
RBNZ,2025-09-10,0.0,neutral,17,1,0.0
RBNZ,2025-10-15,0.0,neutral,18,1,0.0
RBNZ,2025-10-29,0.0,neutral,18,2,0.0
RBNZ,2025-11-26,0.0,neutral,18,1,0.40000000000000013
RBNZ,2025-12-18,0.0,neutral,19,1,0.0
RBNZ,2026-02-18,0.0,neutral,19,1,-4.1209025018750065
RBNZ,2026-02-20,0.0,neutral,20,1,0.0
RBNZ,2026-03-19,0.0,neutral,20,1,0.0
RBNZ,2026-03-24,0.10566416671474374,neutral,21,1,2.2189475010096187
RBNZ,2026-03-25,0.10566416671474374,neutral,21,1,0.0
RBNZ,2026-05-26,0.10566416671474374,neutral,21,1,0.4206806095520488
RIKSBANK,2021-06-01,0.0,neutral,7,20,0.0
RIKSBANK,2022-06-01,0.0,neutral,7,21,0.0
RIKSBANK,2023-06-01,0.017283950617283952,neutral,9,28,0.049999999999999996
RIKSBANK,2024-06-01,0.03333333333333333,neutral,16,50,0.092
RIKSBANK,2025-06-01,0.11817181878573974,neutral,18,38,0.41102493423709524
RIKSBANK,2026-06-01,0.08796296296296297,neutral,18,2,0.0
SNB,2021-04-15,0.0,neutral,1,1,0.0
SNB,2021-04-30,0.0,neutral,3,2,0.0
SNB,2021-06-17,0.0,neutral,5,3,0.0
SNB,2021-08-31,0.0,neutral,5,1,0.0
SNB,2021-09-23,0.0,neutral,5,1,0.0
SNB,2021-11-11,0.0,neutral,5,1,0.0
SNB,2021-12-16,0.0,neutral,5,3,0.0
SNB,2022-03-29,0.0,neutral,5,1,0.0
SNB,2022-03-31,0.0,neutral,5,1,0.0
SNB,2022-04-29,0.27999999999999997,neutral,5,2,0.7
SNB,2022-06-16,0.13999999999999999,neutral,5,3,0.0
SNB,2022-08-27,0.0,neutral,5,1,0.0
SNB,2022-09-13,0.0,neutral,5,1,0.0
SNB,2022-09-22,0.0,neutral,6,4,0.0
SNB,2022-09-23,0.0,neutral,6,1,0.0
SNB,2022-10-11,0.0,neutral,6,1,0.0
SNB,2022-11-08,0.0,neutral,6,1,0.0
SNB,2022-11-17,0.0,neutral,6,1,0.0
SNB,2022-11-29,0.0,neutral,6,1,0.0
SNB,2022-12-15,0.0,neutral,6,3,0.0
SNB,2023-03-23,0.0,neutral,6,1,0.0
SNB,2023-03-30,0.0,neutral,6,1,0.0
SNB,2023-04-28,0.0,neutral,6,2,0.0
SNB,2023-06-22,0.0,neutral,6,1,0.0
SNB,2023-09-21,0.0,neutral,7,1,0.0
SNB,2023-09-28,0.0,neutral,7,1,0.0
SNB,2023-11-01,0.0,neutral,7,1,0.0
SNB,2023-11-09,0.0,neutral,7,2,0.0
SNB,2023-11-14,0.0,neutral,7,1,0.0
SNB,2023-11-18,0.0,neutral,7,1,0.0
SNB,2023-12-14,0.0,neutral,7,1,0.0
SNB,2024-03-21,0.0,neutral,8,1,0.0
SNB,2024-04-08,0.0,neutral,8,1,0.0
SNB,2024-04-09,0.0,neutral,8,1,0.0
SNB,2024-04-18,0.0,neutral,9,1,0.0
SNB,2024-04-26,0.0,neutral,9,2,0.0
SNB,2024-05-06,0.0,neutral,9,1,0.0
SNB,2024-05-30,0.0,neutral,9,1,0.0
SNB,2024-06-20,0.0,neutral,9,1,0.0
SNB,2024-09-26,0.0,neutral,9,1,0.0
SNB,2024-10-03,0.0,neutral,9,1,0.0
SNB,2024-10-30,0.0,neutral,10,1,0.0
SNB,2024-11-21,0.0,neutral,11,1,0.0
SNB,2024-11-22,0.0,neutral,11,1,0.0
SNB,2024-12-12,0.0,neutral,12,1,0.0
SNB,2025-03-20,0.0,neutral,12,1,0.0
SNB,2025-04-10,0.0,neutral,12,1,0.0
SNB,2025-04-25,0.0,neutral,12,2,0.0
SNB,2025-04-29,0.0,neutral,12,1,0.0
SNB,2025-06-06,0.0,neutral,12,1,0.0
SNB,2025-06-19,0.0,neutral,12,1,0.0
SNB,2025-09-10,0.0,neutral,12,1,0.0
SNB,2025-09-25,-0.11666666666666665,neutral,12,1,-1.4
SNB,2025-09-30,-0.05833333333333333,neutral,12,2,0.0
SNB,2025-10-02,-0.05833333333333333,neutral,12,1,0.0
SNB,2025-10-22,-0.05833333333333333,neutral,12,1,0.0
SNB,2025-10-24,-0.03888888888888888,neutral,12,1,0.0
SNB,2025-11-04,-0.03888888888888888,neutral,12,1,0.0
SNB,2025-11-05,-0.029166666666666664,neutral,12,1,0.0
SNB,2025-11-12,-0.029166666666666664,neutral,12,1,0.0
SNB,2025-11-13,-0.029166666666666664,neutral,12,1,0.0
SNB,2025-11-21,-0.02333333333333333,neutral,12,2,0.0
SNB,2025-11-22,-0.02333333333333333,neutral,12,1,0.0
SNB,2025-12-11,-0.03888888888888888,neutral,12,1,-1.4
