bank,speaker,date_au,doc_id,clipped_score,rolling_90d_score,rolling_30d_score,prior_60d_score,shift_30_vs_prior_60,shift_direction
SNB,Martin Schlegel,2024-04-09,DOC_F605820D2D41,0.0,0.0,0.0,,,stable
SNB,Martin Schlegel,2024-10-03,DOC_F71446233E49,0.0,0.0,0.0,,,stable
SNB,Martin Schlegel,2024-11-22,DOC_DAD8CECB72F8,0.0,0.0,0.0,0.0,0.0,stable
SNB,Martin Schlegel,2025-04-25,DOC_CE358F7415E2,0.0,0.0,0.0,,,stable
SNB,Martin Schlegel,2025-06-06,DOC_8E72525CCF67,0.0,0.0,0.0,0.0,0.0,stable
SNB,Martin Schlegel,2025-09-10,DOC_8626D57D8102,0.0,0.0,0.0,,,stable
SNB,Martin Schlegel,2025-09-30,DOC_93CA7554BD0C,0.0,0.0,0.0,,,stable
SNB,Martin Schlegel,2025-10-02,DOC_14A12C474620,0.0,0.0,0.0,,,stable
SNB,Martin Schlegel,2025-10-22,DOC_416CF52C7647,0.0,0.0,0.0,0.0,0.0,stable
SNB,Martin Schlegel,2025-11-04,DOC_0701DD751C3E,0.0,0.0,0.0,0.0,0.0,stable
SNB,Martin Schlegel,2025-11-21,DOC_2CB8C7948D11,0.0,0.0,0.0,0.0,0.0,stable
SNB,Martin Schlegel,2025-11-22,DOC_FCA766D7C44B,0.0,0.0,0.0,0.0,0.0,stable
SNB,Martin Schlegel / Sébastien Kraenzlin,2024-10-30,DOC_8C78865C1D80,0.0,0.0,0.0,,,stable
SNB,Petra Tschudin,2024-12-12,DOC_EE8490D2D683,0.0,0.0,0.0,,,stable
SNB,Petra Tschudin,2025-03-20,DOC_BD940D7FAB55,0.0,0.0,0.0,,,stable
SNB,Petra Tschudin,2025-06-19,DOC_25CA621CFC39,0.0,0.0,0.0,,,stable
SNB,Petra Tschudin,2025-09-25,DOC_07E52CB9170F,-1.4,-1.4,-1.4,,,stable
SNB,Petra Tschudin,2025-09-30,DOC_7F83D0577A36,0.0,-0.7,-0.7,,,stable
SNB,Petra Tschudin,2025-10-24,DOC_983E30ACAF12,0.0,-0.4666666666666666,-0.4666666666666666,,,stable
SNB,Petra Tschudin,2025-11-05,DOC_04242525D7B2,0.0,-0.35,0.0,-0.7,0.7,stable
SNB,Petra Tschudin,2025-11-21,DOC_0CF7617EC0A1,0.0,-0.27999999999999997,0.0,-0.7,0.7,stable
SNB,Petra Tschudin,2025-12-11,DOC_BD6A8BEB7373,-1.4,-0.4666666666666666,-0.7,-0.35,-0.35,stable
SNB,Petra Tschudin / Thomas Moser,2024-11-21,DOC_B44CE4DA58E5,0.0,0.0,0.0,,,stable
SNB,Petra Tschudin / Thomas Moser,2025-04-10,DOC_C999F2DF10D9,0.0,0.0,0.0,,,stable
SNB,Petra Tschudin / Thomas Moser,2025-11-13,DOC_EA1AEE0B4DE4,0.0,0.0,0.0,,,stable
SNB,Thomas Jordan,2021-04-30,DOC_68DEE3EEFC74,0.0,0.0,0.0,,,stable
SNB,Thomas Jordan,2021-06-17,DOC_027D9E9AB942,0.0,0.0,0.0,0.0,0.0,stable
SNB,Thomas Jordan,2021-09-23,DOC_3217B8E9634B,0.0,0.0,0.0,,,stable
SNB,Thomas Jordan,2021-12-16,DOC_A1315B8F0D06,0.0,0.0,0.0,0.0,0.0,stable
SNB,Thomas Jordan,2022-04-29,DOC_021940B3A5F5,1.4,1.4,1.4,,,stable
SNB,Thomas Jordan,2022-06-16,DOC_4AC2127B3DED,0.0,0.7,0.0,1.4,-1.4,dovish shift
SNB,Thomas Jordan,2022-08-27,DOC_E88E71F66A2A,0.0,0.0,0.0,0.0,0.0,stable
SNB,Thomas Jordan,2022-09-13,DOC_8D58EE4E2A68,0.0,0.0,0.0,0.0,0.0,stable
SNB,Thomas Jordan,2022-09-22,DOC_B70BCA476381,0.0,0.0,0.0,,,stable
SNB,Thomas Jordan,2022-09-22,DOC_BC540DE63D3D,0.0,0.0,0.0,,,stable
SNB,Thomas Jordan,2022-09-23,DOC_2678A6EB78CD,0.0,0.0,0.0,,,stable
SNB,Thomas Jordan,2022-10-11,DOC_6572326E5008,0.0,0.0,0.0,0.0,0.0,stable
SNB,Thomas Jordan,2022-11-08,DOC_A5BD1793BB2A,0.0,0.0,0.0,0.0,0.0,stable
SNB,Thomas Jordan,2022-12-15,DOC_5A0AC64D9E3C,0.0,0.0,0.0,0.0,0.0,stable
SNB,Thomas Jordan,2023-04-28,DOC_5BD00AFB359A,0.0,0.0,0.0,,,stable
SNB,Thomas Jordan,2023-09-28,DOC_D177083B95FC,0.0,0.0,0.0,,,stable
SNB,Thomas Jordan,2023-11-01,DOC_B78AA6C604FA,0.0,0.0,0.0,0.0,0.0,stable
SNB,Thomas Jordan,2023-11-14,DOC_9D83243B0EA4,0.0,0.0,0.0,0.0,0.0,stable
SNB,Thomas Jordan,2023-11-18,DOC_483FB6023650,0.0,0.0,0.0,0.0,0.0,stable
SNB,Thomas Jordan,2024-04-08,DOC_41C454B2DA0C,0.0,0.0,0.0,,,stable
SNB,Thomas Jordan,2024-04-26,DOC_A03301FFB822,0.0,0.0,0.0,,,stable
SNB,Thomas Jordan,2024-05-06,DOC_A63BCFABFA99,0.0,0.0,0.0,,,stable
SNB,Thomas Jordan,2024-05-30,DOC_0A39EA75F1CA,0.0,0.0,0.0,0.0,0.0,stable
SNB,Thomas Moser,2023-09-21,DOC_BC27C0A9D13F,0.0,0.0,0.0,,,stable
SNB,Thomas Moser,2023-11-09,DOC_FEF3A46EDDB2,0.0,0.0,0.0,0.0,0.0,stable
SNB,Thomas Moser,2023-12-14,DOC_3E96E5EDA6C5,0.0,0.0,0.0,0.0,0.0,stable
