bank,date_au,daily_avg_score,rolling_30d_score,rolling_90d_score,rolling_180d_score,momentum_30_vs_90,momentum_classification,documents_count
BOJ,2021-09-27,1.4,-0.15473687525240454,-0.10315791683493636,0.19827749990821653,-0.05157895841746818,stable,1
BOJ,2021-10-05,0.0,-0.739649167003206,-0.08842107157280259,0.18175437491586513,-0.6512280954304035,stable,1
BOJ,2021-10-06,0.0,-0.5547368752524046,-0.07736843762620227,0.16777326915310628,-0.4773684376262023,stable,1
BOJ,2021-10-15,0.0,0.35,-0.06877194455662423,0.15578946421359868,0.4187719445566242,stable,1
BOJ,2021-10-21,0.0,0.27999999999999997,-0.06877194455662423,0.1454034999326921,0.3487719445566242,stable,1
BOJ,2021-11-15,3.250699332842307,1.6253496664211535,0.2924168702036321,0.2687834554555126,1.3329327962175215,hawkish acceleration,1
BOJ,2021-11-29,0.0,1.6253496664211535,0.2924168702036321,0.20244244860251454,1.3329327962175215,hawkish acceleration,1
BOJ,2021-12-01,1.4,1.5502331109474357,0.27019464798140985,0.2879822737023349,1.2800384629660257,hawkish acceleration,1
BOJ,2021-12-02,3.618947501009618,2.0674117084629815,0.6050699332842306,0.5100466221894872,1.4623417751787509,hawkish acceleration,1
BOJ,2021-12-08,1.4,1.933929366770385,1.1069646833851925,0.6033799555228204,0.8269646833851925,stable,1
BOJ,2021-12-23,0.0,1.2837895002019235,1.006331530350175,0.5656687083026442,0.27745796985174853,stable,1
BOJ,2022-02-03,1.9810524989903808,1.9810524989903808,1.6643856189774724,0.7354501221221792,0.31666688001290844,stable,1
BOJ,2022-02-16,0.0,0.9905262494951904,1.1999999999999997,0.689484489489543,-0.20947375050480932,stable,1
BOJ,2022-03-07,0.0,0.0,0.6762104997980762,0.6287834554555125,-0.6762104997980762,stable,1
BOJ,2022-03-29,1.5,0.75,0.8702631247475952,0.9393356666315933,-0.12026312474759515,stable,2
BOJ,2022-03-31,0.0,0.5,0.6962104997980761,0.8767132888561537,-0.19621049979807614,stable,1
BOJ,2022-04-13,1.9,1.1333333333333333,0.8968420831650635,1.1577461025263314,0.23649125016826977,stable,2
BOJ,2022-04-23,3.0,1.6,1.1972932141414832,1.388515333295562,0.40270678585851694,stable,1
BOJ,2022-05-13,1.4,2.2,1.1142857142857143,1.3893356666315932,1.0857142857142859,hawkish acceleration,1
BOJ,2022-05-25,0.0,0.7,1.1142857142857143,1.157142857142857,-0.41428571428571437,stable,1
BOJ,2022-06-01,-2.2189475010096187,-0.2729825003365396,0.6976315623737976,0.7468420831650634,-0.9706140627103372,stable,1
BOJ,2022-06-06,1.4,0.14526312474759528,0.8726315623737977,0.7468420831650636,-0.7273684376262024,stable,1
BOJ,2022-06-09,1.4,0.3962104997980762,0.9312280554433757,0.797084999844674,-0.5350175556452995,stable,1
BOJ,2022-07-28,0.0,0.0,0.3301754164983968,0.797084999844674,-0.3301754164983968,stable,1
BOJ,2022-08-31,1.4,1.4,1.0499999999999998,0.8150877082491984,0.3500000000000001,stable,1
BOJ,2022-09-05,2.4,1.9,1.2999999999999998,1.0150877082491985,0.6000000000000001,stable,1
BOJ,2022-09-26,-1.4,0.7999999999999999,0.6,0.7734210415825317,0.19999999999999996,stable,1
BOJ,2022-10-26,-2.2189475010096187,-2.2189475010096187,0.04526312474759531,0.21621049979807622,-2.264210625757214,dovish acceleration,1
BOJ,2022-11-14,0.8189475010096188,-0.7,0.2,0.15810524989903812,-0.8999999999999999,stable,1
BOJ,2022-11-15,0.0,-0.4666666666666666,0.16666666666666666,0.14373204536276193,-0.6333333333333333,stable,1
BOJ,2022-11-24,0.0,-0.35,0.14285714285714285,0.14373204536276193,-0.4928571428571428,stable,1
BOJ,2022-11-27,0.0,0.2047368752524047,0.125,0.13175437491586509,0.0797368752524047,stable,1
BOJ,2022-12-02,6.0189475010096185,1.3675790004038475,0.7023684376262023,0.8182456250841348,0.6652105627776452,stable,1
BOJ,2022-12-08,0.0,1.1396491670032063,0.4023684376262023,0.6380861364554199,0.7372807293770041,stable,1
BOJ,2022-12-14,0.0,1.0031579168349365,0.35766083344551314,0.5849122917508015,0.6454970833894234,stable,1
BOJ,2022-12-22,0.0,1.0031579168349365,0.3218947501009618,0.5399190385392014,0.6812631667339747,stable,1
BOJ,2022-12-26,0.0,1.0031579168349365,0.4618947501009618,0.5013533929292585,0.5412631667339747,stable,1
BOJ,2023-02-02,0.0,0.0,0.6837895002019236,0.5013533929292585,-0.6837895002019236,stable,1
BOJ,2023-02-17,0.0,0.0,0.6687719445566243,0.46792983340064126,-0.6687719445566243,stable,2
BOJ,2023-02-28,0.0,0.0,0.7523684376262023,0.3745965000673079,-0.7523684376262023,stable,1
BOJ,2023-03-01,-1.4,-0.35,0.5132163890010687,0.2636842188131011,-0.8632163890010687,stable,1
BOJ,2023-03-06,0.0,-0.35,-0.15555555555555556,0.11368421881310117,-0.19444444444444442,stable,1
BOJ,2023-03-08,-1.4,-0.5599999999999999,-0.3111111111111111,0.02464397064762464,-0.24888888888888883,stable,1
BOJ,2023-03-28,0.0,-0.5599999999999999,-0.39999999999999997,0.10699691182409522,-0.15999999999999998,stable,1
BOJ,2023-05-19,0.0,0.0,-0.4666666666666666,0.2145965000673079,0.4666666666666666,stable,1
BOJ,2023-05-31,0.0,0.0,-0.27999999999999997,-0.21538461538461537,0.27999999999999997,stable,1
BOJ,2023-06-27,0.5567957339077836,0.2783978669538918,0.18559857796926119,-0.22432042660922163,0.0927992889846306,stable,1
BOJ,2023-06-29,0.0,0.18559857796926119,0.1391989334769459,-0.20392766055383785,0.04639964449231529,stable,1
BOJ,2023-08-02,-3.250699332842307,-3.250699332842307,-0.5387807197869047,-0.49944578172132026,-2.7119186130554023,dovish acceleration,1
BOJ,2023-08-28,0.0,-1.6253496664211535,-0.5387807197869047,-0.45487817765939137,-1.086568946634249,dovish acceleration,1
BOJ,2023-09-05,-2.2189475010096187,-1.1094737505048093,-0.9825702199888283,-0.6141063874930177,-0.12690353051598102,stable,1
BOJ,2023-09-06,2.4,0.060350832996793745,-0.418808516657357,-0.27920567777157135,0.47915934965415075,stable,1
BOJ,2023-09-11,0.0,0.04526312474759531,-0.35897872856344887,-0.2512851099944142,0.4042418533110442,stable,1
BOJ,2023-09-12,-2.2189475010096187,-0.4075790004038475,-0.5914748251192201,-0.43016350917761464,0.18389582471537264,stable,1
BOJ,2023-09-25,0.0,-0.33964916700320624,-0.6610742918576931,-0.43016350917761464,0.3214251248544868,stable,1
BOJ,2023-09-30,0.0,-0.33964916700320624,-0.6610742918576931,-0.3943165500794801,0.3214251248544868,stable,1
BOJ,2023-10-19,1.8,0.6,-0.38762159276239383,-0.22552296930413546,0.9876215927623938,stable,1
BOJ,2023-11-06,-1.4,0.20000000000000007,-0.18198833355769303,-0.3094141857824115,0.3819883335576931,stable,1
BOJ,2023-12-06,-1.4,-1.4,-0.4598496430013741,-0.44090758468875085,-0.9401503569986258,stable,2
BOJ,2023-12-07,0.0,-0.7,-0.40236843762620234,-0.4094141857824115,-0.2976315623737976,stable,1
BOJ,2023-12-25,1.4,0.0,0.0666666666666667,-0.34918530963296746,-0.0666666666666667,stable,1
BOJ,2024-02-08,1.4,1.4,0.35,-0.01829961553994134,1.0499999999999998,hawkish acceleration,1
BOJ,2024-03-05,0.0,0.7,0.7,-0.038086136455419875,0.0,stable,1
BOJ,2024-03-06,0.0,0.4666666666666666,0.7,-0.03491229175080155,-0.23333333333333334,stable,2
BOJ,2024-03-12,0.0,0.0,0.5599999999999999,0.16363636363636364,-0.5599999999999999,stable,1
BOJ,2024-04-03,0.0,0.0,0.27999999999999997,0.18,-0.27999999999999997,stable,1
BOJ,2024-04-18,0.0,0.0,0.2333333333333333,0.0,-0.2333333333333333,stable,2
BOJ,2024-04-23,0.0,0.0,0.19999999999999998,0.0,-0.19999999999999998,stable,1
BOJ,2024-05-02,0.0,0.0,0.175,0.0,-0.175,stable,1
BOJ,2024-05-08,-1.4,-0.35,-0.175,0.0,-0.175,stable,1
BOJ,2024-05-27,0.0,-0.4666666666666666,-0.15555555555555556,0.0,-0.31111111111111106,stable,2
BOJ,2024-06-05,-3.9302968908806455,-1.7767656302935484,-0.6662871113600807,-0.2108580742400538,-1.1104785189334678,dovish acceleration,1
BOJ,2024-06-14,0.0,-1.3100989636268818,-0.6662871113600807,-0.19463822237543427,-0.6438118522668012,stable,1
BOJ,2024-07-03,0.0,-1.3100989636268818,-0.6662871113600807,-0.30233053006774196,-0.6438118522668012,stable,1
BOJ,2024-07-31,0.0,0.0,-0.8883828151467742,-0.2807354922057604,0.8883828151467742,stable,1
BOJ,2024-08-07,-0.8189475010096188,-0.4094737505048094,-0.7915407319817107,-0.439231742277876,0.3820669814769013,stable,1
BOJ,2024-08-28,1.4,0.19368416633012706,-0.5582073986483774,-0.3166162927926843,0.7518915649785045,stable,1
BOJ,2024-09-10,1.4,1.4,0.3301754164983968,-0.2576341839915588,1.0698245835016031,hawkish acceleration,1
BOJ,2024-09-18,-1.4,0.4666666666666666,0.09684208316506353,-0.339231742277876,0.3698245835016031,stable,1
BOJ,2024-09-19,0.0,0.35,0.08300749985576873,-0.3166162927926843,0.26699250014423126,stable,1
BOJ,2024-09-24,-0.8189475010096188,0.11621049979807622,-0.029736875252404704,-0.34801199330624266,0.14594737505048094,stable,1
BOJ,2024-10-11,-1.4,-0.9047368752524046,-0.2047368752524047,-0.4355119933062427,-0.7,stable,1
BOJ,2024-10-23,0.0,-0.7396491670032063,-0.18198833355769306,-0.4645461261933255,-0.5576608334455132,stable,1
BOJ,2024-11-14,0.0,0.0,-0.10236843762620235,-0.3977279923499916,0.10236843762620235,stable,1
BOJ,2024-11-18,-1.4,-0.4666666666666666,-0.2465497223344021,-0.4645461261933255,-0.22011694433226453,stable,1
BOJ,2024-11-21,0.0,-0.35,-0.22189475010096188,-0.4355119933062427,-0.1281052498990381,stable,1
BOJ,2024-12-12,0.0,-0.35,-0.5576608334455132,-0.21699250014423124,0.20766083344551323,stable,1
BOJ,2024-12-13,0.0,-0.27999999999999997,-0.5018947501009619,-0.20252633346794915,0.22189475010096188,stable,1
BOJ,2024-12-19,2.2264662506490405,0.5566165626622601,-0.15472013892895312,-0.05071429696063731,0.7113367015912132,stable,2
BOJ,2024-12-25,0.0,0.5566165626622601,-0.0637259721501066,-0.04773110302177629,0.6203425348123667,stable,1
BOJ,2025-01-14,-1.4,0.27548875021634683,-0.0637259721501066,-0.13008404419824687,0.33921472236645345,stable,1
BOJ,2025-01-24,0.0,-0.7,-0.0637259721501066,-0.12285715285389982,-0.6362740278498934,stable,1
BOJ,2025-02-06,0.0,-0.4666666666666666,-0.05735337493509594,-0.08191066178591636,-0.40931329173157066,stable,1
BOJ,2025-02-19,3.0,1.0,0.47830828133113007,0.0893065972021901,0.5216917186688699,stable,1
BOJ,2025-02-21,0.0,0.75,0.42516291673878226,0.0846062499810222,0.32483708326121774,stable,1
BOJ,2025-03-05,0.0,0.75,0.38264662506490404,0.01092203945470642,0.36735337493509596,stable,2
BOJ,2025-04-17,1.4,1.4,0.7333333333333334,0.25509775004326934,0.6666666666666665,stable,1
BOJ,2025-05-16,-1.4,0.0,0.6,0.1733190179035029,-0.6,stable,1
BOJ,2025-05-22,-2.8,-2.0999999999999996,-0.7,0.07895894235761852,-1.3999999999999997,dovish acceleration,1
BOJ,2025-05-27,-1.4,-1.8666666666666665,-0.8399999999999999,-0.026680982096497084,-1.0266666666666666,dovish acceleration,1
BOJ,2025-06-03,-1.4,-1.75,-1.1199999999999999,-0.11823558329006394,-0.6300000000000001,stable,1
BOJ,2025-06-07,0.0,-1.4,-0.9333333333333332,-0.11084585933443494,-0.4666666666666667,stable,1
BOJ,2025-06-13,0.0,-1.1666666666666667,-0.7999999999999999,-0.11823558329006394,-0.3666666666666668,stable,1
BOJ,2025-06-17,0.0,-0.9333333333333332,-0.7,-0.26666666666666666,-0.23333333333333328,stable,1
BOJ,2025-06-25,0.0,-0.4666666666666666,-0.6222222222222222,-0.26666666666666666,0.1555555555555556,stable,1
BOJ,2025-07-03,0.0,0.0,-0.5599999999999999,-0.24999999999999997,0.5599999999999999,stable,1
BOJ,2025-07-23,-2.2189475010096187,-0.7396491670032063,-0.921894750100962,-0.32126316673397454,0.18224558309775574,stable,1
BOJ,2025-08-24,0.0,0.0,-0.5576608334455132,-0.601457500077663,0.5576608334455132,stable,1
BOJ,2025-08-28,0.0,0.0,-0.40210527788995765,-0.5584962500721156,0.40210527788995765,stable,1
BOJ,2025-09-02,-2.8,-0.9333333333333332,-0.5576608334455132,-0.7584962500721156,-0.37567249988782003,stable,1
BOJ,2025-09-19,0.0,-0.7,-0.7169925001442312,-0.7079298334006412,0.01699250014423126,stable,1
BOJ,2025-09-29,-3.618947501009618,-2.139649167003206,-1.2339850002884625,-0.8898684376262023,-0.9056641667147434,stable,1
BOJ,2025-10-03,-2.2189475010096187,-1.9459650006730789,-1.5509775004326936,-0.9680495590016974,-0.3949875002403853,stable,1
BOJ,2025-10-16,-3.250699332842307,-2.272148583715386,-1.7634427294838952,-1.2416201079924212,-0.5087058542314906,stable,1
BOJ,2025-10-20,1.4,-1.922148583715386,-1.4119490928745735,-1.0948634353261757,-0.5101994908408125,stable,1
BOJ,2025-10-21,0.0,-1.5377188669723088,-1.1653993705401713,-1.037239043993219,-0.37231949643213746,stable,1
BOJ,2025-11-10,0.0,-0.4626748332105768,-1.0488594334861543,-0.985377091793558,0.5861846002755775,stable,1
BOJ,2025-11-20,-1.4,-0.7,-1.080781303169231,-0.8898706229405874,0.3807813031692311,stable,1
BOJ,2025-11-27,0.0,-0.4666666666666666,-1.1888594334861544,-0.8161864124142717,0.7221927668194879,stable,1
BOJ,2025-12-01,-1.4,-0.7,-1.0488594334861543,-0.8161864124142717,0.34885943348615434,stable,1
BOJ,2025-12-19,0.0,-0.7,-1.0488594334861543,-0.912208343286539,0.34885943348615434,stable,2
BOJ,2025-12-25,-1.4,-0.7,-1.0807813031692313,-0.9945612844630095,0.3807813031692313,stable,1
BOJ,2026-01-23,0.0,-0.7,-0.5999999999999999,-0.9180371459288464,-0.10000000000000009,stable,1
BOJ,2026-02-06,0.0,0.0,-0.5249999999999999,-0.8640349608742084,0.5249999999999999,stable,1
BOJ,2026-02-13,0.0,0.0,-0.5249999999999999,-0.816033018603419,0.5249999999999999,stable,1
BOJ,2026-02-17,0.0,0.0,-0.46666666666666656,-0.7730839123611338,0.46666666666666656,stable,1
BOJ,2026-02-26,0.0,0.0,-0.35,-0.8160330186034191,0.35,stable,1
BOJ,2026-03-02,3.71508495181978,0.743016990363956,0.2893856189774725,-0.45408385461343137,0.45363137138648346,stable,1
BOJ,2026-03-03,0.0,0.6191808253032967,0.2572316613133089,-0.4301847043706192,0.3619491639899878,stable,1
BOJ,2026-03-19,0.0,0.928771237954945,0.2572316613133089,-0.4301847043706192,0.6715395766416361,stable,1
BOJ,2026-04-28,0.0,0.0,0.4643856189774725,-0.03232766987868132,-0.4643856189774725,stable,1
BOJ,2026-05-14,0.0,0.0,0.53072642168854,-0.03232766987868132,-0.53072642168854,stable,1
BOJ,2026-05-15,0.0,0.0,0.4643856189774725,-0.030307190511263737,-0.4643856189774725,stable,1
BOJ,2026-05-16,0.0,0.0,0.41278721686886444,-0.028524414598836458,-0.41278721686886444,stable,1
BOJ,2026-05-21,0.0,0.0,0.41278721686886444,0.05382852657763412,-0.41278721686886444,stable,1
BOJ,2026-05-27,0.0,0.0,0.41278721686886444,0.05382852657763412,-0.41278721686886444,stable,1
ECB,2021-01-21,-0.7,-0.7,-0.7,-0.7,0.0,stable,2
ECB,2021-01-25,0.0,-0.35,-0.35,-0.35,0.0,stable,1
ECB,2021-01-28,0.0,-0.2333333333333333,-0.2333333333333333,-0.2333333333333333,0.0,stable,1
ECB,2021-02-08,1.4,0.175,0.175,0.175,0.0,stable,1
ECB,2021-02-22,0.0,0.35,0.13999999999999999,0.13999999999999999,0.21,stable,1
ECB,2021-02-25,-1.4,0.0,-0.11666666666666665,-0.11666666666666665,0.11666666666666665,stable,1
ECB,2021-02-26,0.0,0.0,-0.09999999999999999,-0.09999999999999999,0.09999999999999999,stable,1
ECB,2021-03-01,0.0,0.0,-0.0875,-0.0875,0.0875,stable,1
ECB,2021-03-02,-0.6189475010096186,-0.10315791683493643,-0.14654972233440205,-0.14654972233440205,0.04339180549946563,stable,1
ECB,2021-03-03,0.0,-0.08842107157280266,-0.13189475010096186,-0.13189475010096186,0.0434736785281592,stable,1
ECB,2021-03-11,0.20000000000000004,-0.2598496430013741,-0.1017225000917835,-0.1017225000917835,-0.15812714290959057,stable,2
ECB,2021-03-18,-1.4,-0.40236843762620234,-0.20991229175080153,-0.20991229175080153,-0.1924561458754008,stable,1
ECB,2021-03-25,-1.4,-0.5773684376262023,-0.301457500077663,-0.301457500077663,-0.2759109375485393,stable,1
ECB,2021-03-27,0.0,-0.40236843762620234,-0.27992482150068704,-0.27992482150068704,-0.1224436161255153,stable,1
ECB,2021-04-08,-1.4,-0.8,-0.35459650006730786,-0.35459650006730786,-0.4454034999326922,stable,1
ECB,2021-04-14,-1.4,-1.1199999999999999,-0.4199342188131011,-0.4199342188131011,-0.7000657811868988,stable,1
ECB,2021-04-22,0.30000000000000004,-0.7799999999999999,-0.3574342188131011,-0.37758514711821284,-0.4225657811868988,stable,2
ECB,2021-04-26,0.0,-0.625,-0.3574342188131011,-0.3566081945005343,-0.2675657811868989,stable,1
ECB,2021-04-29,0.0,-0.5,-0.3574342188131011,-0.33783934215840095,-0.1425657811868989,stable,1
ECB,2021-05-06,0.0,-0.4166666666666667,-0.3364086765299775,-0.3209473750504809,-0.08025799013668916,stable,1
ECB,2021-05-19,0.0,0.06000000000000001,-0.41876161770644815,-0.3056641667147437,0.47876161770644815,stable,1
ECB,2021-05-27,0.0,0.0,-0.38126316673397453,-0.2917703409549826,0.38126316673397453,stable,1
ECB,2021-06-02,0.0,0.0,-0.3923076923076923,-0.2790846739569399,0.3923076923076923,stable,1
ECB,2021-06-03,0.0,0.0,-0.36428571428571427,-0.26745614587540073,0.36428571428571427,stable,1
ECB,2021-06-10,0.8,0.16,-0.32142857142857145,-0.22475790004038473,0.48142857142857143,stable,2
ECB,2021-06-14,0.0,0.13333333333333333,-0.3,-0.21611336542344686,0.43333333333333335,stable,1
ECB,2021-06-15,0.0,0.1142857142857143,-0.28125,-0.20810916670405993,0.3955357142857143,stable,1
ECB,2021-06-16,0.0,0.1,-0.19374999999999998,-0.2006766964646292,0.29374999999999996,stable,1
ECB,2021-06-21,1.4,0.275,-0.09999999999999998,-0.14548094831067648,0.375,stable,1
ECB,2021-06-29,0.0,0.275,-0.01874999999999999,-0.14063158336698725,0.29375,stable,1
ECB,2021-07-03,1.8,0.5714285714285714,0.08823529411764708,-0.07803056454869735,0.4831932773109243,stable,1
ECB,2021-07-11,0.0,0.4571428571428572,0.17058823529411768,-0.07559210940655056,0.2865546218487395,stable,1
ECB,2021-07-14,0.0,0.4571428571428572,0.2529411764705882,-0.07330143942453388,0.20420168067226896,stable,1
ECB,2021-07-22,0.0,0.36,0.23529411764705882,-0.05208931821241267,0.12470588235294117,stable,2
ECB,2021-08-24,0.0,0.0,0.2857142857142857,-0.059274051758952354,-0.2857142857142857,stable,1
ECB,2021-09-09,-1.1094737505048093,-0.5547368752524047,0.19004784086319917,-0.09637895002019235,-0.7447847161156038,stable,2
ECB,2021-09-13,0.0,-0.36982458350160313,0.20905262494951904,-0.09267206732710803,-0.5788772084511222,stable,1
ECB,2021-09-15,0.0,-0.27736843762620234,0.20905262494951904,-0.0388259134809542,-0.4864210625757214,stable,1
ECB,2021-09-20,0.0,-0.22189475010096188,0.06905262494951907,-0.037387916685363294,-0.29094737505048096,stable,1
ECB,2021-09-23,0.0,-0.22189475010096188,0.06277511359047189,0.015020240365199649,-0.28466986369143377,stable,1
ECB,2021-09-24,0.0,-0.18491229175080157,0.057543854124599225,0.014463935166488551,-0.2424561458754008,stable,1
ECB,2021-09-28,0.0,-0.15849625007211562,0.057543854124599225,0.013947366053399675,-0.21604010419671485,stable,1
ECB,2021-09-30,1.4,0.03631578118689882,0.16080971149963003,0.061742284465351405,-0.1244939303127312,stable,1
ECB,2021-10-01,0.0,0.03228069438835451,0.02234817303809158,0.05968420831650636,0.009932521350262926,stable,1
ECB,2021-10-05,0.0,0.029052624949519056,0.020751874963942183,0.10635087498317303,0.008300749985576873,stable,1
ECB,2021-10-07,0.0,0.026411477226835508,0.019368416633012704,0.10292020159661906,0.007043060593822804,stable,1
ECB,2021-10-08,0.0,0.024210520791265882,0.01815789059344941,0.09970394529672472,0.006052630197816471,stable,1
ECB,2021-10-11,0.0,0.11666666666666665,0.01815789059344941,0.1434539452967247,0.09850877607321724,stable,1
ECB,2021-10-12,0.0,0.10769230769230768,0.01815789059344941,0.1391068560453088,0.08953441709885827,stable,1
ECB,2021-10-14,-1.4,0.0,-0.06526316179440055,0.09383900733809383,0.06526316179440055,stable,1
ECB,2021-10-16,0.0,0.0,-0.06163743058360052,0.09115789284271973,0.06163743058360052,stable,1
ECB,2021-10-19,0.0,0.0,-0.058393355289726806,0.08258646427129117,0.058393355289726806,stable,1
ECB,2021-10-20,0.0,0.0,-0.058393355289726806,0.08029239581931086,0.058393355289726806,stable,1
ECB,2021-10-28,0.0,0.0,-0.05547368752524047,0.08258646427129117,0.05547368752524047,stable,2
ECB,2021-11-03,0.0,-0.12727272727272726,-0.05283208335737187,0.08258646427129117,-0.07444064391535539,stable,1
ECB,2021-11-04,0.0,-0.12727272727272726,-0.05043062502294588,0.08029239581931086,-0.07684210224978139,stable,1
ECB,2021-11-05,0.0,-0.11666666666666665,-0.04823798915238302,0.07812233106743759,-0.06842867751428364,stable,1
ECB,2021-11-08,0.0,-0.12727272727272726,-0.04622807293770039,0.07606648024987343,-0.08104465433502686,stable,1
ECB,2021-11-12,0.0,-0.13999999999999999,-0.044378950020192376,0.07411605767936387,-0.09562104997980761,stable,1
ECB,2021-11-15,0.0,0.0,-0.04267206732710805,0.07411605767936387,0.04267206732710805,stable,1
ECB,2021-11-17,2.8529325012980813,0.2852932501298081,0.06457254632567674,0.14358646876983178,0.22072070380413136,stable,1
ECB,2021-11-18,0.0,0.2852932501298081,0.06226638395690257,0.14008435977544564,0.22302686617290554,stable,1
ECB,2021-11-22,0.0,0.2852932501298081,0.06226638395690257,0.13674901787603028,0.22302686617290554,stable,1
ECB,2021-11-24,-1.4,0.1320847728452801,0.011843405199768002,0.10341568454269695,0.1202413676455121,stable,1
ECB,2021-11-25,0.0,0.12107770844150678,0.0114486250264424,0.10101066862309935,0.10962908341506439,stable,1
ECB,2021-12-08,0.0,0.18161656266226017,0.048431083376602714,0.08642582319007981,0.13318547928565747,stable,1
ECB,2021-12-10,0.0,0.16143694458867572,0.04686879036445424,0.08436806549507792,0.11456815422422148,stable,1
ECB,2021-12-16,-0.6,0.10661656266226018,0.028431083376602714,0.0735864687698318,0.07818547928565746,stable,2
ECB,2022-01-08,0.0,-0.20000000000000004,-0.02486670448645084,-0.006933547275857512,-0.1751332955135492,stable,1
ECB,2022-01-11,0.0,-0.20000000000000004,-0.02605083327151993,-0.006933547275857512,-0.1739491667284801,stable,1
ECB,2022-01-14,0.0,-0.15000000000000002,0.04264662506490407,-0.006751085505440209,-0.1926466250649041,stable,1
ECB,2022-02-03,-1.4,-0.35,-0.0364711665801279,-0.043593190768598106,-0.3135288334198721,stable,2
ECB,2022-02-07,0.2000000000000001,-0.29999999999999993,-0.023137833246794564,-0.037347211518121225,-0.27686216675320535,stable,1
ECB,2022-02-10,0.0,-0.29999999999999993,-0.023137833246794564,-0.036413531230168196,-0.27686216675320535,stable,1
ECB,2022-02-14,0.0,-0.29999999999999993,-0.023137833246794564,-0.035525396322115314,-0.27686216675320535,stable,1
ECB,2022-02-18,0.0,-0.23999999999999994,-0.22857142857142856,-0.03467955355254114,-0.011428571428571371,stable,1
ECB,2022-02-23,0.0,-0.19999999999999996,-0.15,-0.03467955355254114,-0.04999999999999996,stable,1
ECB,2022-02-24,-0.4189475010096186,-0.23127821442994548,-0.17068826930843217,-0.04361601744689178,-0.060589945121513306,stable,1
ECB,2022-02-28,-1.4,-0.3773684376262023,-0.2584962500721156,-0.07444292614128059,-0.11887218755408674,stable,1
ECB,2022-03-02,-1.4,-0.49099416677884644,-0.3345965000673079,-0.1038997500048077,-0.15639766671153854,stable,1
ECB,2022-03-10,-2.6651484454403227,-0.7355119933062426,-0.5488639961749958,-0.1384702987811524,-0.1866479971312468,stable,2
ECB,2022-03-14,0.0,-0.7355119933062426,-0.5122730630966628,-0.14161735102617862,-0.22323893020957986,stable,1
ECB,2022-03-15,-1.4,-0.8093439940499935,-0.5677559966531213,-0.16958140989226353,-0.2415879973968722,stable,1
ECB,2022-03-17,-2.2189475010096187,-1.0558937163843956,-0.6689402154662225,-0.21413284665568433,-0.38695350091817304,stable,1
ECB,2022-03-22,0.0,-1.0558937163843956,-0.629590791027033,-0.21889135435914397,-0.4263029253573626,stable,1
ECB,2022-03-24,0.0,-0.950304344745956,-0.5946135248588644,-0.21889135435914397,-0.3556908198870916,stable,1
ECB,2022-03-30,0.0,-0.9605119933062427,-0.5633180761820821,-0.26163048712003434,-0.39719391712416063,stable,1
ECB,2022-03-31,-0.6189475010096186,-0.9225603830510622,-0.5660995474234589,-0.26975132834479765,-0.35646083562760333,stable,1
ECB,2022-04-02,0.0,-0.7670048274955066,-0.5391424261175799,-0.2637568543815799,-0.22786240137792668,stable,1
ECB,2022-04-06,0.0,-0.6903043447459559,-0.5146359522031445,-0.27602461505049064,-0.1756683925428114,stable,1
ECB,2022-04-08,0.0,-0.6275494043145055,-0.5146359522031445,-0.26975132834479765,-0.11291345211136095,stable,1
ECB,2022-04-14,-0.8999999999999999,-0.4153216668910264,-0.5819995689747228,-0.2772941084675877,0.16667790208369643,stable,2
ECB,2022-04-21,-1.4,-0.36486843762620236,-0.619181406748599,-0.3192264611792774,0.25431296912239665,stable,1
ECB,2022-04-22,0.0,-0.32432750011217987,-0.5922604760203991,-0.31144044993100234,0.26793297590821924,stable,1
ECB,2022-04-25,0.0,-0.32432750011217987,-0.5675829561862158,-0.3040252011231213,0.24325545607403593,stable,1
ECB,2022-04-27,0.0,-0.2918947501009619,-0.5448796379387671,-0.3040252011231213,0.25298488783780526,stable,1
ECB,2022-04-28,-1.4,-0.39263159100087447,-0.57776888263343,-0.32951298714351385,0.1851372916325555,stable,1
ECB,2022-05-05,-1.4,-0.5666666666666667,-0.57776888263343,-0.3797331328578316,0.011102215966763307,stable,1
ECB,2022-05-11,0.0,-0.6375,-0.6088796379387671,-0.3892264611792774,-0.028620362061232862,stable,1
ECB,2022-05-16,0.0,-0.5249999999999999,-0.6088796379387671,-0.4723587422684405,0.08387963793876718,stable,1
ECB,2022-05-19,0.0,-0.46666666666666656,-0.6088796379387671,-0.4723587422684405,0.14221297127210053,stable,1
ECB,2022-05-25,0.0,-0.4,-0.6167934769774817,-0.4600538094180859,0.21679347697748164,stable,1
ECB,2022-06-01,0.0,-0.2333333333333334,-0.5218714542373721,-0.4479471302228731,0.28853812090403874,stable,1
ECB,2022-06-09,0.5905262494951908,0.09842104158253173,-0.3803203805445238,-0.4440936405128104,0.4787414221270555,stable,2
ECB,2022-06-11,0.0,0.09842104158253173,-0.36447369802183527,-0.43240696576247334,0.462894739604367,stable,1
ECB,2022-06-14,0.0,0.0843608927850272,-0.31945081532713243,-0.4166174920782628,0.4038117081121596,stable,1
ECB,2022-06-15,0.0,0.0843608927850272,-0.22297483702236637,-0.4059349922813843,0.30733572980739354,stable,1
ECB,2022-06-16,0.0,0.0738157811868988,-0.2136842188131011,-0.3957866174743497,0.28749999999999987,stable,1
