bank,speaker,date_au,doc_id,clipped_score,rolling_90d_score,rolling_30d_score,prior_60d_score,shift_30_vs_prior_60,shift_direction,alert_strength
RBA,Sydney,2023-02-12,DOC_CF4FFBEF2E13,0.0,0.6666666666666666,0.0,1.3333333333333333,-1.3333333333333333,dovish shift,mild
RBA,Sydney,2023-03-05,DOC_29BCBE9D858E,0.0,0.6666666666666666,0.0,1.3333333333333333,-1.3333333333333333,dovish shift,mild
RBA,Sydney,2023-04-05,DOC_B51DEABAD8EF,2.4,0.6,1.2,0.0,1.2,hawkish shift,mild
RBA,Melbourne,2023-04-12,DOC_0913E3434D8F,-1.2,-0.6,-1.2,0.0,-1.2,dovish shift,mild
RBA,Sydney,2023-06-07,DOC_14A41DBD9D45,2.4,0.7999999999999999,2.4,0.48,1.92,hawkish shift,mild
RBA,Sydney,2023-06-07,DOC_455623F07E2A,1.6,0.9142857142857144,2.0,0.48,1.52,hawkish shift,mild
RBA,Sydney,2023-06-20,DOC_457F5E499813,1.6,1.1428571428571428,1.8666666666666665,0.6,1.2666666666666666,hawkish shift,mild
RBA,Sydney,2023-08-08,DOC_2898A3284168,0.0,0.9333333333333332,0.0,1.8666666666666665,-1.8666666666666665,dovish shift,mild
RBA,Sydney,2023-08-11,DOC_6E07F7950408,-1.5302968908806456,0.581386158445622,-0.5100989636268819,1.4,-1.910098963626882,dovish shift,mild
RBA,Sydney,2023-09-07,DOC_BADC65C36338,0.0,0.0116171848532257,-0.7651484454403228,0.5333333333333333,-1.298481778773656,dovish shift,mild
RBA,Sydney,2023-10-11,DOC_69CDEAB1CABD,2.4,0.1739406218238708,2.4,-0.3825742227201614,2.7825742227201613,hawkish shift,strong
RBA,Sydney,2023-10-14,DOC_D76A7C7F451F,0.0,0.1739406218238708,1.2,-0.5100989636268819,1.7100989636268815,hawkish shift,mild
RBA,Sydney,2023-10-16,DOC_4DF4FB427BDF,0.0,0.144950518186559,0.7999999999999999,-0.5100989636268819,1.3100989636268818,hawkish shift,mild
RBA,Sydney,2023-10-18,DOC_D430E65E449B,0.0,0.1242433013027649,0.6,-0.5100989636268819,1.110098963626882,hawkish shift,mild
RBA,Sydney,2023-10-31,DOC_B8ED26F3A7E3,2.0,0.2869703109119354,0.6285714285714287,-0.5100989636268819,1.1386703921983106,hawkish shift,mild
RBA,Sydney,2023-11-03,DOC_73A819FCB6B4,0.0,0.2608821008290322,0.55,-0.5100989636268819,1.0600989636268818,hawkish shift,mild
RBA,Michele Bullock,2024-03-19,DOC_9C6DFB88F4A7,0.0,0.6666666666666666,0.0,1.0,-1.0,dovish shift,mild
RBA,Michele Bullock,2024-05-07,DOC_469E123F4519,7.6,2.533333333333333,7.6,0.0,7.6,hawkish shift,extreme
RBA,Sarah Hunter,2024-05-30,DOC_1216BC2921E7,1.6,0.8,1.6,0.0,1.6,hawkish shift,mild
RBA,Michele Bullock,2024-07-08,DOC_87FEC2EC6B06,0.0,5.339649167003207,4.209473750504809,7.6,-3.39052624949519,dovish shift,strong
RBA,Michele Bullock,2024-08-06,DOC_E8AD077BB744,4.418947501009619,4.279298334006413,2.209473750504809,8.418947501009619,-6.209473750504809,dovish shift,extreme
RBA,Andrew Hauser,2024-08-12,DOC_6335D11A1072,-1.4,0.0666666666666667,-1.4,0.8,-2.2,dovish shift,strong
RBA,Michele Bullock,2024-08-16,DOC_EF0D95B26ABA,6.652932501298082,4.87270687582933,5.53594000115385,4.209473750504809,1.326466250649041,hawkish shift,mild
RBA,Andrew Hauser,2024-08-30,DOC_6914851B71B2,0.0,0.05,-0.7,0.8,-1.5,dovish shift,mild
RBA,Michele Bullock,2024-09-24,DOC_B147B828478A,7.618947501009619,4.67270687582933,7.618947501009619,3.6906266674359,3.928320833573719,hawkish shift,extreme
RBA,Michele Bullock,2024-11-05,DOC_D70CD8D926F9,2.4000000000000004,5.557293334102567,2.4000000000000004,7.13594000115385,-4.73594000115385,dovish shift,extreme
RBA,Michele Bullock,2024-11-14,DOC_6E7111DB2D2B,2.2189475010096187,4.079298334006412,2.309473750504809,7.13594000115385,-4.826466250649041,dovish shift,extreme
RBA,Michele Bullock,2024-11-21,DOC_39C5BDA5736B,0.0,3.059473750504809,1.5396491670032064,7.618947501009619,-6.079298334006412,dovish shift,extreme
RBA,Michele Bullock,2024-12-10,DOC_657554B03021,0.8189475010096188,2.611368500605772,1.0126316673397455,5.00947375050481,-3.996842083165064,dovish shift,extreme
RBA,Michele Bullock,2025-02-18,DOC_3996D9351F9E,1.8,0.8729825003365397,1.8,0.4094737505048094,1.3905262494951909,hawkish shift,mild
RBA,Sydney,2025-03-10,DOC_C46D2C28F378,0.0,0.8,0.0,1.6,-1.6,dovish shift,mild
RBA,Sydney,2025-03-14,DOC_A58F366EE8E2,0.0,0.5333333333333333,0.0,1.6,-1.6,dovish shift,mild
RBA,Michele Bullock,2025-04-01,DOC_5037E46743D0,-2.2189475010096187,-0.1396491670032061,-2.2189475010096187,0.9,-3.1189475010096186,dovish shift,strong
RBA,Michele Bullock,2025-04-10,DOC_ED334D5FD980,0.0,-0.1047368752524046,-1.1094737505048091,0.9,-2.0094737505048093,dovish shift,strong
RBA,Michele Bullock,2025-05-20,DOC_58379EFDE740,-2.2189475010096187,-1.1094737505048091,-2.2189475010096187,-0.7396491670032063,-1.4792983340064123,dovish shift,mild
RBA,Michele Bullock,2025-08-12,DOC_0AD7586B5725,-3.250699332842307,-2.289882277950642,-3.250699332842307,-1.8094737505048093,-1.4412255823374978,dovish shift,mild
RBA,Michele Bullock,2025-09-22,DOC_DC41254B4CBA,0.0,-1.1626748332105767,0.0,-2.325349666421153,2.325349666421153,hawkish shift,strong
RBA,Michele Bullock,2025-09-30,DOC_CAAC7E27F544,-2.2189475010096187,-1.3739293667703851,-0.7396491670032063,-2.325349666421153,1.585700499417947,hawkish shift,mild
RBA,Michele Bullock,2025-10-03,DOC_536A735AB2C4,0.0,-1.144941138975321,-0.7396491670032063,-2.325349666421153,1.585700499417947,hawkish shift,mild
RBA,Sydney,2025-10-11,DOC_7AE6752E176C,-2.2189475010096187,-1.1094737505048091,-2.2189475010096187,0.0,-2.2189475010096187,dovish shift,strong
RBA,Michele Bullock,2025-10-16,DOC_BD3E35D20A6C,0.0,-0.9116078056419876,-0.5547368752524047,-1.6253496664211535,1.0706127911687489,hawkish shift,mild
RBA,Sydney,2025-11-14,DOC_BFFD0802A668,0.0,-1.1094737505048091,0.0,-2.2189475010096187,2.2189475010096187,hawkish shift,strong
RBA,Sarah Hunter,2025-11-20,DOC_20A9E0949F96,-1.4,-0.2799999999999999,-1.4,0.0,-1.4,dovish shift,mild
RBA,Michele Bullock,2025-12-09,DOC_DE5C03EEF11F,-3.250699332842307,-0.8837058542314907,-3.250699332842307,-0.5455639287156598,-2.705135404126647,dovish shift,strong
RBA,Michele Bullock,2026-02-03,DOC_BCE32E575735,0.8000000000000003,-1.2253496664211534,0.8000000000000003,-3.250699332842307,4.050699332842307,hawkish shift,extreme
RBA,Michele Bullock,2026-02-06,DOC_0A837C04B734,0.0,-0.8168997776141023,0.4000000000000001,-3.250699332842307,3.650699332842307,hawkish shift,extreme
RBA,Andrew Hauser,2026-02-11,DOC_36F217686A31,-1.6,-0.8,-1.6,0.0,-1.6,dovish shift,mild
RBA,Michele Bullock,2026-02-25,DOC_753CECC509D5,0.0,-0.6126748332105767,0.2666666666666668,-3.250699332842307,3.5173659995089737,hawkish shift,extreme
RBA,Michele Bullock,2026-03-03,DOC_8A9875501B1D,-1.4,-0.7701398665684613,-0.1499999999999999,-3.250699332842307,3.100699332842307,hawkish shift,strong
RBA,Andrew Hauser,2026-04-14,DOC_0608E751BCC4,-1.4,-0.0928119997692299,-1.4,0.2339850002884625,-1.6339850002884626,dovish shift,mild
RBA,Michele Bullock,2026-05-05,DOC_AD1CF7815CF0,-1.4,-0.0799999999999999,-1.4,0.25,-1.65,dovish shift,mild
SNB,Thomas Jordan,2022-06-16,DOC_4AC2127B3DED,0.0,0.7,0.0,1.4,-1.4,dovish shift,mild
